order_id,payment_sequential,payment_type,payment_installments,payment_value
9ff3befac1804f201a935c589a8a1baf,1,credit_card,3,104.37
2844e37cb0577ea913df6ea748885344,1,credit_card,2,84.24
80d49171762a51f500bf6b774aa24617,1,credit_card,1,2787.87
a33539f882610ee1dc18289cc3087217,1,credit_card,3,32.96
9459fe4630e1165c113f9fdb4ad5b261,1,credit_card,3,44.66
b87bff2c2c7ce847dc3c9459a117c3b5,1,boleto,1,164.55
edf5259d2b67344bab205bdd705eb9f8,1,credit_card,4,113.16
6a78b3062a561085f98b76a5a0eea516,1,credit_card,4,92.62
069d921a767dfeb76fb4a7f39bc4217c,1,credit_card,1,158.21
2cfc79d9582e9135c0a9b61fa60e6b21,1,voucher,1,79.56
8908c3c6b8591a4d779bc5a4abf4f951,1,voucher,1,44.55
7fa917593c3ed7bd80f35dcb6e1aefbb,1,credit_card,1,44.38
b48ac51be3a49fb7eeaec899f9841944,1,credit_card,1,131.64
0b843b79b45dddbd796c0a7e51b2c6ca,1,boleto,1,481.07
b3b6a35d33a79057c835f4d65c03a2ea,1,credit_card,3,86.15
25716e02bca6edec6a1b90fa879d79e7,1,credit_card,8,167.6
741ec8db84b412611b43fbe607c884c0,1,credit_card,4,109.5
8e49d9a115677d2cc6074f46333029ec,1,credit_card,6,70.18
f2314bb87d6f10a76f4a5d73c19487e3,1,credit_card,2,284.66
0e5f77f8bef9424afd3d6e904e873275,1,credit_card,2,123.27
5e1a8017512badbdf543b509991dba6d,1,credit_card,4,235.28
d3f7c0e804b501782903f7af749eb797,1,credit_card,10,784.8
0efd6177ac7aab7f85f78796d324b321,1,credit_card,7,73.43
c5bed3a385f406c503841fed148952b9,1,boleto,1,174.64
0d9df4f2f2ff31254428de406416328c,1,credit_card,1,29.91
7182e129d91eb324a925d8f1f8221d88,1,credit_card,8,214.14
66c2a643ac74cde86624a0c15a95327a,1,credit_card,4,224.39
8dc7f5f2024708be4f36e4b1811cdd97,1,credit_card,1,102.26
906dfb858a6afcaea1fb5cc0ed730147,1,boleto,1,143.1
2107e0af867c766772a8f4501ccd1671,1,credit_card,10,291.72
457afd8c764234eb93f7a25268578440,1,boleto,1,228.82
b18478bbf9b2283e3d12452f69fd9ce2,2,credit_card,1,79.92
5db54d41d5ebd6d76cb69223355601f5,1,credit_card,2,136.26
2fe235100bc886d03c83fa6c07c7b84e,1,boleto,1,67.53
d00e79f339bb76a1b6dbcc8cb41934e7,1,credit_card,10,113.44
363fe8f62de97e4334f5c88e3d9e73a8,1,credit_card,1,89.91
c8395c703a6133dc947b6b371b2551aa,1,credit_card,3,150.14
d54c217781126defeb4a78dc16f5ad39,1,boleto,1,35.41
7edf26c8a1e67ce26c2d1457302bd03e,1,credit_card,3,72.02
34fa8bc180c03d1b4c70250bca0adace,1,credit_card,1,103.55
b170f1243a620b65504157b83f69a2e0,1,credit_card,3,80.15
c279543d72807dc9b91e39e5d87b5493,1,credit_card,5,103.11
3924f091293036f904fe4c2ef928defa,1,credit_card,1,180.46
6a4b27f33e33875ed99945d3e271698e,1,credit_card,7,372.27
c0f7519024e35aecc37f31b7578711ba,1,credit_card,5,102.31
0f3f49e2316b72f49e23fea6ffaa2371,1,debit_card,1,24.28
f1a0e55a47be518c4c52510abb60bf22,1,boleto,1,46.92
6cfe2a252e18997b4a5b5a0a612e7a0d,1,credit_card,1,33.12
dcaa8a5fd8f675e791daccbbbc9caf11,1,credit_card,1,4.15
a27e7bc82ceed97d792b678d7ca3e888,1,credit_card,1,58.59
35546dd6349a2065ed8ac6ffbd2b7aba,1,boleto,1,352.95
fa3cc6b1b48c7b730f6c4c43e423c5aa,1,credit_card,5,674.92
e0e8bc6045cfe08b087197d81196e339,1,boleto,1,164.53
53e92c6a182704806c0b00b02f89ad32,1,credit_card,10,193.8
7a189472050d185af07c5550a7dfc5ad,1,credit_card,5,620.68
92af9bafd80bcd2636471ac01bc77f60,1,credit_card,8,204.11
b2a33016c177ab9b6f09ca324bb26ec6,1,credit_card,6,287.96
b99a2fee4c6c76f8f22757566c90d534,1,voucher,1,44.6
13359bb817972f7492a922fa64a69cad,1,credit_card,1,279.3
5b04efc47b042c9734bf6d5a67be3b6d,1,boleto,1,28.08
9c7bac99c8e380b1c915cdba1ff29e65,1,credit_card,1,90.92
4821d5af4c2ac98b0f70e47c5d845520,1,credit_card,3,69.11
620b5f7f730ead80c8dba1202716a29f,6,voucher,1,9.39
6f756900677a981dd764c34ad85c4b4c,1,credit_card,10,141.96
521eea255d54a537e8889bb61072923d,1,credit_card,2,96.71
d513f9d572bf6a3a3c4e59252fe4f19c,1,credit_card,2,28.93
a8bea4f26eec48abe4e6fb0e6a35f7ea,1,credit_card,1,188.73
277ef68319aa0ee0561831fab6e9e0aa,1,credit_card,2,69.73
d26bc24224fef3d3b81a759802c26434,1,credit_card,1,29.75
06b2c7035561ef12b16045ef4bf459e2,1,credit_card,6,68.02
5ebeafc8671fe60c04a814565386de2d,1,credit_card,1,44.29
961a93eba7486b47946616baaf442372,1,credit_card,5,263.02
520ea64853a832e3e2fe0ff5d6f44667,1,debit_card,1,119.8
7a80708ef3077d6b8334d40b000926a4,1,voucher,1,29.96
0d2f476fd2a5f059f8b4e36bc04d54ac,1,credit_card,1,60.3
e807a70014b92cf251b7b8f3768b023f,1,credit_card,6,67.88
3a517309f5eb2056a5549db3939bf07d,1,credit_card,6,217.16
6533a0d9c1703a1ebf0115fb55e01834,1,credit_card,1,36.3
7a728c0fe2dd475aabd244294168bc39,1,credit_card,2,117.26
f2f99bdf2e5cc73abc5e135a2ab1767e,1,credit_card,2,46.13
0ecc87706e05dcabbbfe5aa29767e9d0,1,boleto,1,1087.44
0a03b50bb658dc86547261ba8cd5676e,1,credit_card,2,197.72
fd65881e4d025c30be898ab8dd8bb736,1,credit_card,2,55.09
9a43b717c408493ff788aeb5d11d0684,1,credit_card,1,33.18
1bda1235720d47a2a737221a9cb666a9,1,credit_card,1,157.32
b0afae22d864d70e1af1d87a017c71d0,1,credit_card,5,174.52
55f4a795aff551817b34f6ec2907f8bc,1,credit_card,1,164.79
536a79f3bcb2ac2163cd5c46695fb573,1,credit_card,1,69.09
9c27a49a6afffd10bd25a5990a02c1e1,1,boleto,1,52.38
4efbb5172eeaa8a9dd5a9483cfae3637,1,credit_card,10,416.54
f81bd34ec4dd1f36d89fe966cf87c4d7,1,credit_card,1,46.33
3ba5d830ea579cb8687862a83f5b47df,1,boleto,1,141.48
74dd410abd613e48dcee781aeb269181,1,credit_card,2,24.68
b22b324b1e1fbc78c0f7006c3eacc3a4,1,credit_card,2,76.61
b8f1d12f21b83fdb91d157f357617d90,2,voucher,1,57.7
4ccf6ee1044ab9f8ec63953f1f2a708d,1,boleto,1,136.71
5958326b12eca1c2a2b4627dc4676a2c,1,credit_card,10,153.69
1d671f4aa75c57086215073b775c7f41,1,credit_card,1,57.8
c5ed4a55e251ad5ceeb15a399999516d,1,boleto,1,44.09
5b163ebdd5ac559f04d06af2069e23d3,1,credit_card,4,48.01
be0cfa52def8dbec8774d5caf15b61a8,1,credit_card,5,891.91
2a633b0c6a563a575a8887426a80a53b,1,credit_card,8,80.18
d0c657a6c80777d2c1c616e0cf917e32,1,credit_card,1,22.95
385949d678cba16e50726d65f1743d7c,3,voucher,1,28.71
ab9524b08e09e4acde1a3f40b8228870,1,credit_card,6,100.33
c77e3aa4caf8e752789d9b7ce1caf352,1,credit_card,4,109.77
9de73f3e6157169ad6c32b9f313c7dcb,2,credit_card,1,135.44
e4e3babab4d0f208cb6963df2458709d,1,credit_card,9,92.57
c6492b842ac190db807c15aff21a7dd6,1,credit_card,3,81.77
57990cc544625b86e3401474cdc330c4,1,credit_card,2,43.1
7d8db373393c49a61b22e4688965988e,3,voucher,1,20.0
a1b9ae5b3934e2757434214f3acba4a4,1,credit_card,1,59.87
ef3845484f82e3b6eed4a579e3c1063d,1,boleto,1,143.5
137e61abfdecd3bfc15f45999fbe8809,1,credit_card,2,40.09
bf98c50762b9fc7e06742bcd424e1e9f,1,credit_card,1,39.1
359015301bc32c8897957246a4b11621,1,boleto,1,42.58
ccc1002577e950545f551f79bd3cf01c,1,credit_card,1,40.86
f46423982b1927442355a79e98c8bb29,1,credit_card,5,61.75
70809734fe201ea6db6d4577b84a3022,1,credit_card,1,163.08
e3c57d0ebff7edcd11f4f15e59ccc852,1,credit_card,1,25.31
33f1e992ba3e439bfd0d432164a3d44a,1,credit_card,3,248.51
236f12cdb8ad031ef9dccb5cdae83ce2,1,credit_card,1,37.37
d51bf6ce24909fbeee788f10c841a55b,1,credit_card,3,35.0
0d4429188b4311015ad2b6b091cc5f9c,1,credit_card,1,38.17
59ee573107dc652d64099e2e834aa730,1,credit_card,2,124.02
54359cee0d9645cef070695ce5539d7c,1,credit_card,1,51.41
af4f0dc6b4ccb0aab19367dd0d19ffbb,1,boleto,1,168.29
b09b18fbceead5d238576060df8d45cc,1,credit_card,2,90.45
96329094267555553b0fec10591cc3b0,1,credit_card,2,58.98
6a8068cb2233e4e303e48efa7628d7ce,1,credit_card,1,78.09
4519eb4d4f31920150447454d2a0b560,1,credit_card,1,70.34
fad93ddceb5b210f71589b1e9258a110,1,boleto,1,102.78
36970c35cfe02cb355e55690bae4ac02,1,credit_card,2,179.86
942456653f776d428a6107bb73f7780c,1,credit_card,3,270.26
15ca98d5b78da3dda3626eb0ef55d3a4,1,credit_card,8,124.92
3160f9fa13bf36dda5ba225649526968,1,credit_card,2,172.19
f6efef5d403a2c70636e3903f1ebd151,1,credit_card,1,52.26
dbc94ce4ff22c2daba89640dacc43949,1,credit_card,1,58.63
946f9c80195609dbdd3258b549d8fe16,1,credit_card,3,195.43
3c90356d0505af8fad4231e48886ba3e,1,credit_card,1,68.34
78376bf275535930db73f00a985ef199,1,credit_card,1,186.56
a8858a23008217d160630ef24a83f155,1,credit_card,3,74.16
444ebbf5602b5acdad22e0b4a9951bda,1,credit_card,3,372.72
b7e339d3c4aefa73f6e86875b78250f3,1,credit_card,2,147.61
b27af682321527a6349f1761eb3f360c,1,credit_card,10,179.13
ed5495fbd35104360dbf954d7fece421,1,credit_card,3,89.63
2c81e6aa6ff35dc1927f3002b02c7066,1,credit_card,5,202.83
ef26a1bd5203cf613f8150597210abdc,1,credit_card,3,215.14
b58c726e8f5ba3196c593b1837d25744,2,voucher,1,24.51
0c3edd1850a593f62fea844191a4424c,1,boleto,1,217.64
6120dca54b9adfd072f8fd9574161063,1,boleto,1,137.57
31e45c5f9ee488243f3fb1b2507219d1,1,credit_card,1,38.09
4af95e06a7850779479ce55a62000dac,1,boleto,1,73.8
7c0b9b2385b65bd8c7aa778a843155e9,1,credit_card,2,151.6
a1deb5a1e93bdf89bc4e5e00ec3691d6,1,credit_card,2,189.56
7ac3402986077088fc8185e65ec5c7b1,1,credit_card,8,315.06
