order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
030c7ec55b04c23a239cd70bd9750e18,693183c6c2250fb4f5114820f86791a0,delivered,2017-05-15 21:29:38,2017-05-15 21:42:56,2017-05-18 05:34:54,2017-05-23 17:51:47,2017-06-02 00:00:00
032bc75236a1cbaf410bb596a509e774,a0ba6852184c70cbee04bed3909bf011,delivered,2017-01-20 22:18:06,2017-01-20 22:25:17,2017-01-23 09:03:46,2017-01-30 18:35:00,2017-02-16 00:00:00
035c06c36cc8685238297b6af0c280f3,d64904edfd79d4934b8b06ce77c1164d,delivered,2018-03-21 22:54:06,2018-03-22 02:55:37,2018-03-26 23:08:46,2018-03-28 17:38:59,2018-04-04 00:00:00
03c16ffcf7b8792fa870d8cd7abc4b7f,87976cbdc669a9bb8ebf166b3c2175b6,delivered,2018-04-25 14:57:23,2018-04-25 15:12:17,2018-04-26 17:02:00,2018-04-27 21:12:40,2018-05-04 00:00:00
03cfff56e65677083384243927b9915f,13e4f3eb0b0869583f720c992376bf08,delivered,2017-02-10 20:21:46,2017-02-11 20:25:17,2017-02-13 15:27:56,2017-02-21 17:38:55,2017-03-13 00:00:00
03d11bececb87dec8b11f5bd6fa62472,d67b2efa31becbe2013bb1991eaf65cf,delivered,2018-07-13 08:23:59,2018-07-13 08:44:07,2018-07-16 08:57:00,2018-07-24 15:58:42,2018-08-03 00:00:00
03e4b19921428d651853f2935176e951,245330e667436609ed3e8ead1554eaf2,delivered,2018-01-14 13:37:42,2018-01-14 13:49:23,2018-01-17 20:37:57,2018-01-22 19:22:01,2018-02-05 00:00:00
03f3b08f9da8df7604b68b2fd5999e9a,a7bae4e3c00ecd65443abee9eacf6614,shipped,2017-09-26 20:42:08,2017-09-26 20:56:20,2017-09-28 14:36:01,,2017-10-24 00:00:00
04130ed2567c23daa988cca5f1860430,e4447a5ba83bd803a92ff42706b70816,delivered,2017-11-11 14:47:40,2017-11-14 03:35:22,2017-11-16 13:48:38,2017-11-20 19:32:27,2017-11-27 00:00:00
0435b65bfd0a1cd1c48a82f5b405ea78,625784c6aad212dc7d249ea10e276617,delivered,2017-07-18 13:32:25,2017-07-18 13:45:17,2017-07-26 17:59:36,2017-08-01 20:34:47,2017-08-15 00:00:00
0468a84e6df93886189d80fce46bbfee,f3084e580643e82bf08226815a75608b,delivered,2017-03-20 20:21:14,2017-03-20 20:21:14,2017-03-22 08:24:17,2017-04-05 09:48:08,2017-04-24 00:00:00
0494d7ef89583fcaf33a1cea4bcfeec2,533d844e0a43ffa5f3b7d6dbe40ebbc5,delivered,2017-08-21 19:05:01,2017-08-23 02:47:48,2017-08-24 16:11:31,2017-09-05 23:40:23,2017-10-05 00:00:00
04aecd02392f7ec523e0e3f208d7e890,1b3a5726a67f0222890dc9c922f19809,delivered,2018-04-04 16:37:52,2018-04-04 16:49:52,2018-04-05 20:07:42,2018-04-10 18:44:30,2018-04-16 00:00:00
04f87887045aa20403546af3facb8ad1,30fb3c74c4654ace204011068c8cf1cb,delivered,2018-07-20 16:19:47,2018-07-20 16:35:17,2018-07-24 14:35:00,2018-08-01 18:48:26,2018-08-15 00:00:00
05302619b1bff6733f64a97851af68cd,e3f62212035039c920a8409127b09a41,delivered,2018-01-21 14:04:33,2018-01-23 03:36:53,2018-01-24 23:12:41,2018-02-07 21:27:04,2018-02-14 00:00:00
0539642c2ba6dfd6c8ca8dbdb16d85d4,5577986e87a01d8f0d0055fb5229b436,delivered,2018-02-23 15:19:52,2018-02-23 15:35:21,2018-02-26 23:38:00,2018-02-28 15:38:58,2018-03-15 00:00:00
0540bf9189ef17aab470c4942f760e78,6e65c443e6d67127d9b1f0d14be75617,delivered,2018-03-16 22:04:37,2018-03-16 22:28:08,2018-03-22 11:54:26,2018-03-25 16:02:08,2018-03-28 00:00:00
05529f3e7ed5cd4214281f2bf60e89d6,a9b2a6199654f4da4425e9c820bc57e2,delivered,2018-08-01 17:34:06,2018-08-01 18:20:05,2018-08-03 14:30:00,2018-08-17 00:14:35,2018-08-27 00:00:00
0562a20526fecdaa1eb5019bc3920cd9,658061770ce63adfd6a8e86ce54837b4,delivered,2017-03-21 21:06:11,2017-03-26 23:32:32,2017-03-30 13:45:00,2017-04-03 14:48:12,2017-04-07 00:00:00
057c9f435d8e14fda9a72b7bbf8b381d,92ad887388f84f3df2ba6b2249cecc3a,delivered,2018-04-24 23:52:11,2018-04-25 00:11:29,2018-04-27 14:47:00,2018-05-02 15:09:05,2018-05-21 00:00:00
057e5b8975ad03882989369de7b803ff,a21eb72bd9dbd460dadf15c4e43664eb,delivered,2017-09-15 00:46:01,2017-09-19 03:50:35,2017-09-19 19:33:20,2017-09-22 14:52:15,2017-10-03 00:00:00
0580802ab0d4809dc16b4c9002c01a27,624dd44e174c96c79397a7f030f08e8d,delivered,2018-01-15 17:27:31,2018-01-15 17:36:23,2018-01-17 16:36:54,2018-01-27 15:19:52,2018-02-20 00:00:00
059fd94aa8716f14743caff2f433be05,09c5713746fdfa37f1ca6a92242da406,delivered,2018-02-24 14:59:06,2018-02-25 14:50:45,2018-02-26 17:27:53,2018-03-12 14:27:35,2018-03-21 00:00:00
05c882a9c704a528bfbaa15fd8805d43,4cd82bbc6e8b838a998e3049fe862493,delivered,2018-01-12 18:30:01,2018-01-12 18:37:24,2018-01-16 22:41:54,2018-01-29 19:41:12,2018-02-07 00:00:00
05ebeda0c1aefd787e0ddc914af75039,c440fc4fd60fd9083395f183aada6d4c,delivered,2018-08-14 10:07:51,2018-08-14 10:24:42,2018-08-16 13:14:00,2018-08-22 17:09:05,2018-08-31 00:00:00
05ec9565bccc292561dec1d33bfefdfa,928194af995122dd13f29b05cedc6a68,delivered,2018-08-05 11:15:46,2018-08-05 11:30:16,2018-08-07 10:34:00,2018-08-10 19:12:12,2018-08-15 00:00:00
05f54a9f4abf370b7c655d914159ab98,f3f93e06f8036714b1cd0fccdf2d059f,delivered,2018-04-01 22:38:07,2018-04-01 23:27:28,2018-04-04 19:36:42,2018-04-10 11:52:54,2018-04-19 00:00:00
061bf20146d98ef4698d0324dc4392db,f5b2fb69ba5496f0d6ca030ffebb5281,delivered,2018-05-16 14:36:43,2018-05-16 15:17:52,2018-05-17 11:43:00,2018-05-21 13:38:38,2018-06-06 00:00:00
061cafafafb36839a8ee7cf19ab807c6,a85c4ce1598da0a210287d8af78326f8,delivered,2018-03-14 07:03:01,2018-03-15 03:10:51,2018-03-21 21:32:18,2018-03-23 00:57:01,2018-04-10 00:00:00
06aa0aa8c22027ebb953d501c4238512,dd22f1d0142d9698c0848674e843525c,delivered,2018-04-25 19:43:19,2018-04-25 20:31:06,2018-04-26 14:39:00,2018-04-27 17:37:28,2018-05-11 00:00:00
06d68cf3fe78e8d27c1047fe0346abc4,3e089f738aef695bac3734a9bce1ed20,delivered,2017-07-19 14:48:00,2017-07-20 02:23:59,2017-07-21 21:51:38,2017-07-25 00:49:46,2017-08-04 00:00:00
07159640598ab46b708279254ec3be0f,907578100e52cfb751d235d0930227f7,delivered,2018-06-26 08:06:50,2018-06-26 08:18:47,2018-06-26 12:48:00,2018-06-27 13:31:45,2018-07-11 00:00:00
073df773abf715c8e62c999668a9cc49,b9d095a7a09c65f3d87e79d02da2afad,delivered,2018-01-14 19:55:00,2018-01-14 20:09:18,2018-01-16 20:37:04,2018-01-25 14:48:12,2018-02-07 00:00:00
0749bdde40245b5fb3b375dadfd4ebe3,9425138786a500f53870c673b2000da1,delivered,2018-02-20 21:32:10,2018-02-20 22:07:59,2018-02-23 16:46:35,2018-03-07 19:42:26,2018-03-15 00:00:00
0778b810e2b38affa71607aa32043365,40007efc8eba921655b88ab47d309e4b,delivered,2017-11-24 08:51:18,2017-11-24 09:50:42,2017-11-28 21:28:52,2017-12-20 14:52:25,2017-12-20 00:00:00
082c30f193b1a499078fafbfa3a2d6a7,1b9b09dd0c719b512590f46d37e8cc97,delivered,2017-11-13 20:10:29,2017-11-13 20:27:42,2017-11-16 16:28:41,2017-11-27 17:25:10,2017-12-14 00:00:00
0858c9b11272c041d6de2fdcdbc392f1,ef183189c0523a0c16c6d32c5e73ef62,delivered,2017-04-08 19:28:28,2017-04-08 19:42:23,2017-04-11 09:02:19,2017-04-17 14:51:41,2017-05-02 00:00:00
08b4c8a8808af1f771bd9602e193f9b6,d0e8197510c87f449b4fd4291ac5f87b,delivered,2018-01-10 14:04:29,2018-01-10 14:12:23,2018-01-17 00:03:03,2018-01-24 12:43:10,2018-02-05 00:00:00
08e8db59cdb3cd620eda092781cf84ad,61d9f7ce8890eb093b0246f89c1c896d,delivered,2017-11-24 20:35:14,2017-11-24 23:34:07,2017-12-01 16:09:12,2017-12-11 18:37:42,2017-12-18 00:00:00
08eef0ee40e395cb547563fc31ab1bd7,25bd5231b15435eeeacc0ead2fe31ca7,delivered,2017-11-25 02:00:46,2017-11-25 04:14:32,2017-11-27 20:11:35,2017-12-19 19:48:41,2017-12-20 00:00:00
0916594b6973230f69379f83d3bac036,0e63a54cb887ce4ed340ebf5e8cececa,delivered,2017-05-21 19:07:46,2017-05-21 19:15:26,2017-05-22 12:11:33,2017-05-30 09:38:32,2017-06-13 00:00:00
092fe64219d11b6fdc1bf61521c9685a,33cedf79a1dab3f5dcb6a35891f86643,delivered,2017-08-14 12:18:40,2017-08-15 03:50:26,2017-08-15 18:56:29,2017-08-16 16:54:41,2017-08-25 00:00:00
0937ee5de4e9482b7503bae26f9d243f,3d4c473f325542281c88efce5ae91375,delivered,2018-08-23 08:47:54,2018-08-23 09:04:43,2018-08-23 14:10:00,2018-08-30 00:56:19,2018-09-20 00:00:00
0997090fe6882d45c6a71660aaffaba2,c0ee2597fcfedfe7a39872e74ca75f73,delivered,2018-02-25 22:56:11,2018-02-25 23:08:02,2018-02-27 16:17:09,2018-03-12 22:34:28,2018-03-20 00:00:00
09bb35a3939c3181b4a5619cb3918976,b84438b09aa33a6e08673fe173f9796f,delivered,2017-11-26 03:42:06,2017-11-26 03:51:10,2017-11-29 19:56:49,2017-12-11 23:13:13,2017-12-28 00:00:00
0a15572811e0bc23e2963de1cdf344f0,a0a88da4a6858c8d7cc650bbd21949e8,delivered,2018-04-19 10:59:31,2018-04-19 11:36:50,2018-04-19 21:36:40,2018-05-04 20:04:01,2018-05-23 00:00:00
0a1f877f7653fce5563de42726f033ca,485ae36cb82a351de4f4c2a099ff3606,delivered,2018-05-12 18:24:44,2018-05-12 18:36:09,2018-05-14 13:01:00,2018-05-25 21:55:49,2018-06-05 00:00:00
0a70fd0f23f627d0cc1ea16cb4169393,beb806638e70abe17fbbe9678baa019b,delivered,2017-08-25 14:51:58,2017-08-25 15:05:38,2017-08-28 23:34:49,2017-09-06 22:39:44,2017-09-29 00:00:00
0a9fc736e210f495e2023d3a9e10319a,b7af91e583caf05ac071ad39e1d86700,delivered,2017-11-27 18:39:50,2017-11-27 19:12:02,2017-11-29 23:29:12,2017-12-05 16:49:49,2017-12-14 00:00:00
0b17b204a1785111272edfadb2aa9e94,0db0eb41bc86fb464a6e175e06304992,delivered,2018-08-01 21:33:30,2018-08-01 22:04:00,2018-08-03 10:03:00,2018-08-08 13:04:42,2018-08-23 00:00:00
0b277c8a59b6fac83b512d46a575c8cc,b4a9fb5e9e2eff09bfc2bc3dc69957a8,delivered,2017-06-07 21:41:00,2017-06-08 21:50:12,2017-06-14 10:14:01,2017-06-19 20:50:30,2017-07-04 00:00:00
0b3d6a94ff1d643af663f55ca8418520,9abc3d571a784146d4f60c6a45ca1cee,delivered,2017-12-14 08:27:10,2017-12-14 08:35:29,2017-12-15 20:16:48,2018-01-05 16:09:20,2018-01-12 00:00:00
0b5588f04551d90ee148462bb65dfddf,48c6a2ca13657875d84b5c3b2271fdba,delivered,2018-07-18 00:08:34,2018-07-18 00:21:44,2018-07-23 13:18:00,2018-08-03 14:54:50,2018-08-09 00:00:00
0ba555009a855c3f87f818f23b4ccdbd,4b7395d051260eca36885f07f32b5f73,delivered,2018-05-07 14:42:12,2018-05-07 16:35:25,2018-05-11 13:50:00,2018-05-16 15:43:32,2018-05-30 00:00:00
0baaa859b7ff0b4d1f674a1d5c3049f3,397923ee893a17a79703c3d8cff22911,delivered,2018-05-31 21:25:00,2018-05-31 21:52:34,2018-06-01 12:50:00,2018-06-11 13:21:40,2018-07-13 00:00:00
0baad26e1a67410a85b2b38558dade2f,12f00aefcd1d137844bb0b139527ffc5,delivered,2017-05-16 17:33:46,2017-05-16 17:45:12,2017-05-19 16:27:29,2017-05-27 05:22:14,2017-06-16 00:00:00
0bb77e62d791c3e5b009815ac19825be,2185bf3ec325c64b51adea2ab19aa708,delivered,2018-05-14 14:28:23,2018-05-14 14:51:04,2018-05-18 15:12:00,2018-05-23 16:22:28,2018-05-30 00:00:00
0bbbb66c440b6ff7b34420eb273868ae,fc5e4bfe03533eeea603a12179af3388,delivered,2018-04-06 10:42:06,2018-04-06 10:55:10,2018-04-10 16:07:34,2018-04-21 01:18:20,2018-05-04 00:00:00
0bc97d91a9a3a1923234614958556071,725cb0062f2215d2f731bef5957d1faf,delivered,2017-09-30 16:14:28,2017-09-30 16:28:15,2017-10-04 16:55:14,2017-10-25 20:42:48,2017-11-22 00:00:00
0bd6f6cbd1aa613a762bcc714ffcadd5,a2201a196851d833c88b932614aa23a1,delivered,2017-08-01 22:24:02,2017-08-01 22:45:06,2017-08-03 16:13:43,2017-08-10 01:13:36,2017-08-23 00:00:00
0c17d2ca8fea3e6d807410a0c0c44746,19ea9736303135c25774f03b93f1050c,delivered,2017-11-29 15:48:38,2017-11-29 17:30:52,2017-11-30 15:27:11,2018-01-07 18:29:22,2017-12-28 00:00:00
0c4d07bcd65a6ce95cbe8e8e228a98cf,30d6a066b7e76c8fd66610d4b36e891d,delivered,2017-02-06 12:15:34,2017-02-07 03:50:12,2017-03-15 10:07:50,2017-03-23 05:17:36,2017-03-03 00:00:00
0c734449f0a8246894a537f0d4355dc8,6e36e65ac8a2d6648fe31c13aa4e7b42,delivered,2018-06-14 02:20:11,2018-06-14 02:57:34,2018-06-15 16:38:00,2018-06-29 15:18:49,2018-07-27 00:00:00
0d0b7c65e71700ed5fe8ae8d2baac37b,ca1acfe5e122fab31e4609bbfd711b67,delivered,2018-02-04 22:14:40,2018-02-05 22:10:33,2018-02-06 21:45:47,2018-02-19 23:43:42,2018-03-07 00:00:00
0d17115bd61c612a87f11a25e904f8fc,4c058862806089b00d7b8abfefafdca8,delivered,2018-07-18 16:56:28,2018-07-18 17:05:19,2018-07-30 10:46:00,2018-08-06 14:58:25,2018-08-07 00:00:00
0d760576500ea8611379a97ddcebf3db,f7f4c88bd5093db7e3fc7baad3cd8deb,shipped,2017-09-16 12:30:24,2017-09-19 03:44:09,2017-09-20 16:09:20,,2017-10-04 00:00:00
0d8ac7eb8e52447e022b8e4a30ff6394,60eb53d519b8d5613ed602528bbf133d,delivered,2018-04-23 09:48:25,2018-04-24 18:38:54,2018-04-24 22:22:36,2018-05-02 15:29:23,2018-05-22 00:00:00
0dcfff35f1d2e0fb46301c92143663f9,a75f323cd574822489845798a046a6ce,delivered,2018-08-10 15:42:56,2018-08-10 16:04:46,2018-08-11 09:12:00,2018-08-17 19:46:54,2018-08-29 00:00:00
0dd10699d5b56b4bfc60c02e8ac6533e,1d02dd4bbdb7060d7a4936dddd20d492,delivered,2017-10-15 17:40:59,2017-10-17 03:49:21,2017-10-17 19:19:32,2017-10-18 20:41:50,2017-10-26 00:00:00
0dd96ab2fca2927658c83b7e2e954ec9,b2f66716339acf3fd29df8cb5ad63158,delivered,2017-07-09 01:55:26,2017-07-09 02:05:22,2017-07-10 12:47:55,2017-07-22 13:24:37,2017-08-01 00:00:00
0df040f84e5295f7894177ffe53850b8,42b174e403eafb280aa18324cf21ca5e,delivered,2017-02-05 23:05:28,2017-02-05 23:15:11,2017-02-08 11:05:19,2017-02-14 17:05:24,2017-03-15 00:00:00
0e09e160c7532013444616096bc75f89,c90789e9dd14b036d46efe4a4b830f75,invoiced,2018-04-18 17:12:24,2018-04-18 17:58:16,,,2018-05-04 00:00:00
0e19aa2216bf89063fdd8849774aea19,ea1bd589cf74abf3eb075a399bad0b95,delivered,2017-12-04 15:28:18,2017-12-05 04:13:59,2017-12-06 20:15:00,2017-12-12 23:47:07,2017-12-28 00:00:00
0e4b26f1fb99fc0f0472dd5f403d36d4,2e96fa6d55b9732013caed9866e2552d,delivered,2017-11-05 16:17:53,2017-11-05 16:30:29,2017-11-07 18:35:08,2017-11-08 16:08:56,2017-11-17 00:00:00
0e5f77f8bef9424afd3d6e904e873275,a85e4012b0c95176be53ec2d87b133d3,delivered,2018-05-01 21:36:42,2018-05-01 21:51:41,2018-05-03 15:12:00,2018-05-10 14:45:35,2018-05-23 00:00:00
0e849e380bc578c72e6e7273210c74af,e2521351e6aa5ab0d7ed5cd7f7880014,delivered,2017-04-29 21:13:50,2017-05-03 15:42:26,2017-05-04 14:14:49,2017-05-23 12:13:36,2017-06-13 00:00:00
0ea1fd1eeeb46df9770ac9d07e1e71e6,7e819d9576db510d58fb2df67b84a8d5,delivered,2018-03-30 16:32:37,2018-04-03 05:49:09,2018-04-04 17:19:17,2018-04-09 15:58:43,2018-04-12 00:00:00
0ec73995908cf00519d1da725119d114,399cb3db1d7a4c442e4833b5f57a4429,delivered,2018-03-13 21:56:58,2018-03-13 22:40:30,2018-03-20 18:42:32,2018-03-26 16:17:01,2018-04-06 00:00:00
0edefae02733735c88d242ce6b781802,d3ab89d9a1a9f356e6da0f519d0bf68e,delivered,2018-05-26 09:29:26,2018-05-26 09:50:01,2018-05-28 14:08:00,2018-06-06 20:46:44,2018-06-28 00:00:00
0ee7b1f086c44cbf2dc1efbdaa69bc19,5b89802df153a87a24a6f52d70b239fa,delivered,2018-02-05 04:38:08,2018-02-05 04:50:21,2018-02-05 19:37:37,2018-02-21 22:29:08,2018-03-05 00:00:00
0f1755872b47fe8564531daeef356987,0ae2c954e68238f2a8f8ff8b24766bc7,delivered,2018-04-16 12:46:09,2018-04-16 14:11:47,2018-04-17 14:34:30,2018-04-20 15:48:50,2018-04-26 00:00:00
0f2bbeda958833e5a67ceb4368f282fe,00da48d824214ffba48ab43f5b1d29a0,delivered,2018-04-29 09:43:34,2018-04-29 10:09:28,2018-05-09 13:49:00,2018-05-14 18:58:37,2018-05-23 00:00:00
0f3f49e2316b72f49e23fea6ffaa2371,f5785e549589eeb67c8b89fd0702e09b,delivered,2018-05-12 18:07:23,2018-05-12 18:35:55,2018-05-15 15:34:00,2018-05-17 09:09:24,2018-05-24 00:00:00
0f7477abc25a26f58ebc0d00d2a7cde5,f22f55c1afef276c1c7ae29219972692,delivered,2017-09-19 05:51:12,2017-09-19 06:03:29,2017-09-19 13:32:40,2017-09-20 13:52:26,2017-09-29 00:00:00
0f750136a7458e323a95eb451e1d47cc,dd5ccf4e1213506430d89b556e2b9d3b,delivered,2018-02-24 15:50:36,2018-02-24 16:05:27,2018-02-26 21:13:34,2018-04-03 21:08:38,2018-03-21 00:00:00
0f7a031ff7235289c8ce7270cac7c4ec,489d6e5705b34ec43cbe7cc16344a45d,delivered,2018-02-21 08:54:02,2018-02-23 02:10:46,2018-02-28 21:23:36,2018-04-11 20:43:24,2018-03-16 00:00:00
0f7f3fcd5523d759e8e17084e45439d5,7e96ebdd045e73e50de71b8d1360b092,delivered,2017-07-20 19:24:24,2017-07-22 02:23:54,2017-07-25 19:36:34,2017-09-19 13:38:13,2017-08-23 00:00:00
0f8e3095c3090d9cad1011fb6368b7e3,53f6dc92ef4059ea6cd863b0f69f0923,delivered,2017-08-06 11:41:22,2017-08-06 11:55:16,2017-08-07 18:47:36,2017-08-11 19:07:56,2017-09-13 00:00:00
0f9751081b734220a998be212c391523,28a204eb0f0f081ece6295f4ce42a1cf,delivered,2017-09-27 13:54:38,2017-09-27 14:07:13,2017-10-04 12:52:54,2017-10-11 20:45:52,2017-11-07 00:00:00
0fa1fab1d7c1211c824596ed5e111e3c,7f3bd6c94d2daf7b6462d1a894a775b4,delivered,2018-03-13 21:48:57,2018-03-13 22:40:28,2018-03-14 19:27:23,2018-04-05 19:59:49,2018-04-02 00:00:00
0ffaba549f161074760e4d3802fe8641,413632dd561a196650dfc76f1157889e,delivered,2018-05-09 15:24:34,2018-05-09 15:51:25,2018-05-10 14:28:00,2018-05-21 19:36:44,2018-05-28 00:00:00
10034668f0d3ab9832769f2f14e190fc,0f2aee532022e9dc46401a1007e7ad9d,delivered,2018-01-10 23:07:44,2018-01-10 23:19:27,2018-01-11 17:46:42,2018-01-18 10:17:43,2018-01-24 00:00:00
101280a25cfcd2e133000129f24d17d7,47fc3081baaa11c5938977e8a051b342,delivered,2018-02-26 16:43:25,2018-02-28 09:56:35,2018-03-02 11:17:27,2018-03-13 21:33:02,2018-03-21 00:00:00
103d9703fa0f4778189330f41abcbb55,8fdc97e55c060142e1ad8fbf97755403,shipped,2017-06-19 21:20:18,2017-06-21 02:23:40,2017-06-26 08:25:46,,2017-07-11 00:00:00
1073c39f7b5d5091bb6dfd342d1f4be0,0fe5a97d856c6e12e88270cd49d08b2a,delivered,2018-03-04 20:58:36,2018-03-04 21:11:00,2018-03-07 22:17:43,2018-03-22 19:52:40,2018-04-10 00:00:00
1086086dc8f1556f2238eb1d973e3ac7,550200ca7a0ed2fd23b951edf86a884c,delivered,2018-01-02 21:28:51,2018-01-03 18:14:23,2018-01-09 18:19:22,2018-01-10 13:54:34,2018-01-18 00:00:00
108db8c088de8e42c648bc520cec8c44,fb9c7ae634a98d4905c50cb15fa8382e,delivered,2017-10-02 17:00:43,2017-10-03 12:07:28,2017-10-04 21:14:30,2017-10-16 18:42:00,2017-10-25 00:00:00
108f58a6439933a88e7950ee7b46ec11,13bbb5ef6f8db9469c6bbc69d9542872,delivered,2018-05-10 09:39:51,2018-05-10 09:52:11,2018-05-10 15:13:00,2018-05-16 20:27:02,2018-06-04 00:00:00
10ae81c09f8af0de80d11ebb50e272ec,4498e0fa4951df931bc990d233493cf1,delivered,2018-04-08 23:05:31,2018-04-09 08:30:22,2018-04-10 17:03:09,2018-04-21 16:21:40,2018-05-02 00:00:00
