seller_id,seller_zip_code_prefix,seller_city,seller_state
c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,SP
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ
1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP
63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,RJ
83353a83fd769dfafa4f21a72b15e3e5,5786,sao paulo,SP
cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,SP
d4910f1cdcfdabd48d6b316e395d4a23,9190,santo andre,SP
709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP
276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,MG
8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP
ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP
d6b664fa0667064c6d76394e7848d790,14801,araraquara,SP
98f52e1020fe788c10c0418de4393fec,27963,macae,RJ
1d4587203296c8f4ad134dc286fa6db0,5101,sao paulo,SP
791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,SP
392f7f2c797e4dc077e4311bde2ab8ce,21210,rio de janeiro,RN
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG
37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,SP
e24d3429d294b2eb200b064ebb035879,3514,sao paulo,SP
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF
f9eda05b67bef472deaddbba84aca289,88870,orleans,SC
75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF
7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP
99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT
784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,SP
099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ
b9a03475e6447e631b6799ec8274800f,85830,formosa do oeste,PR
ea00f977a203ff88adf7057cb7806998,11085,santos,SP
82e0a475a88cc9595229d8029273f045,3417,sao paulo,SP
ed4acab38528488b65a9a9c603ff024a,8260,sao paulo,SP
f0837c8d71434931d9e38e7b79234797,95995,arvorezinha,RS
ebef8d8c92b4fd3226e5d407bbff21ac,14020,ribeirao preto,SP
d73cbd89533ce8b041a9190241453ac8,36525,guiricema,MG
75a4764c108403a7a0575140cb22287c,95072,caxias do sul,RS
26e13b6ff5b641b329e5524241ee2c93,14401,franca,SP
b18dc380845b24038cfc48006478f099,9951,diadema,SP
f22a247b79dd22ecd91dc8e3b2a1b07c,8573,itaquaquecetuba,SP
ffc470761de7d0232558ba5e786e57b7,7091,guarulhos,SP
4c498c7345e89aebad651544829beca0,6341,carapicuiba,SP
01bcc9d254a0143f0ce9791b960b2a47,76400,uruacu,GO
f021c962aaba8ef6eb527a9c2c8394d1,88301,itajai,SC
024b564ae893ce8e9bfa02c10a401ece,3280,sao paulo,SP
a513150f33f99a06569e9cd5c4bb889b,1545,sao paulo,SP
02f5837340d7eb4f653d676c7256523a,80620,curitiba,PR
7b98de631987e26dd6d803490c43a13c,87900,loanda,PR
f12ff17ad8bbf01ec5c33b17e506649b,3186,sao paulo,SP
a64e44665225d19dfc0277eeeaaccc57,19400,sao paulo,SP
6a8a889bde935bafa76d7848782dfaf9,2839,sao paulo,SP
d6cd01c59123df02fc226eadbadb5f89,1207,sao paulo,SP
c8e135e7b21ecbc36c1153a29d2f5a06,1411,sao paulo,SP
229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,MG
95ec4458365c4d11f452ccf538377619,13481,limeira,SP
6ec1a01e866584bb679eb9b098345919,11040,santos,SP
fa40cc5b934574b62717c68f3d678b6d,2310,sao paulo,SP
c0098efcf800861dcae589affca31408,14080,ribeirao preto,SP
a63bfbaa882c8f4542891b4e2246cc7f,24355,niteroi,RJ
48b6c3f4c6a93171da04b75313f2130f,17700,osvaldo cruz,SP
270d3ef21830ad0ecf3a6c53d08a533a,6380,carapicuiba,SP
89c127985a8b130cfa45c1d36764017a,6016,osasco,SP
8b2492b7ff4468839593fafeed55bad9,24451,sao goncalo,RJ
1e9d5a33694bddb76316fd1f54734d20,78820,jaciara,MT
5e49e3a44bdeb5aab2684258bbd4f525,88330,balenario camboriu,SC
8e34331b7eedd03be4e5d965c1956225,4009,sao paulo,SP
aaed1309374718fdd995ee4c58c9dfcd,89120,timbo,SC
d1c7fa84e48cfa21a0e595167c1c500e,99730,jacutinga,RS
e88165a185134e13fdfc85d4fa654db8,8517,ferraz de  vasconcelos,SP
9e6229250fedbe05838fef417b74e7fb,16800,mirandopolis,SP
817245bcc3badd82bbd222e0366951a6,17056,bauru,SP
caa9bc43a9fe8cf9c564ddd8a03cc4a6,12308,jacarei,SP
5fd924b4836098a5be0ecf81ba054ce0,3554,sao paulo,SP
7178f9f4dd81dcef02f62acdf8151e01,89560,videira,SC
3f995f07c49d0d55a99d5c54957f7d81,6853,itapecerica da serra,SP
a6bd7d1ccdac48c6b33b28596b7eb122,58280,mamanguape,PB
6650fcccd8cd2f7e55ffa524f30c4c59,8490,sao paulo,SP
3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,MG
10ff823eda2b032e2c93d17a7d294736,17280,pederneiras,SP
b4a476fbd28de64b1e347abf9089366a,6653,itapevi,SP
39c763cca83e654764b7a4a650fb9b7c,74563,goiania,GO
14a08204d03bb6b6bde8029f801ae0eb,1026,sao paulo,SP
bee36b4f9a2b9fdcaff6ec05df202ed0,3308,sao paulo,SP
28872dc528e978a639754bc8c2ce5a4c,95070,caxias do sul,RS
800214c63934acd05d47e84214db8ba8,89251,jaragua do sul,SC
0a82f5fb06a4fe4ac2cf7cb412ec71b8,5524,sao paulo,SP
3d621842b2ed28e2b474132480edac3c,8041,sao paulo,SP
c0aff2da32c17759d30b22fb0af6649d,88032,florianopolis,SC
a17f621c590ea0fab3d5d883e1630ec6,18055,sorocaba,SP
9d69ba0a7a626a64dc5db08e529559cf,14075,ribeirao preto,SP
f92d8c817434bd2d84d4e9c61322b7fa,18048,sorocaba,SP
8ca5b19e0263150d2c57afdde2b3d011,9336,maua,SP
eec3469d83e142f9a104886655338c37,17030,bauru,SP
55bb6fe5bebe5012e2d7d9928e1128ff,17052,bauru,SP
d180e07dc1e58c31c3f0cd599dc4d945,30620,belo horizonte,MG
d6b1ce66b035a475f00c017792ff9769,13327,salto,SP
f5fea3ffed6c2e889bab72705557c63a,21240,rio de janeiro,RJ
ececbfcff9804a2d6b40f589df8eef2b,14407,franca,SP
a254c682cc01e119f83530446f1df9a9,16500,cafelandia,SP
830379336fad8c6f3b15a4a3ddb5c66e,2518,sao paulo,SP
7d13fca15225358621be4086e1eb0964,14050,ribeirao preto,SP
1b4c3a6f53068f0b6944d2d005c9fc89,88730,sao ludgero,SC
b92e3c8f9738272ff7c59e111e108d7c,36502,uba,MG
b8555308bfdb4ca1ed54325a58da9a97,9751,sao bernardo do campo,SP
1dc2de47ee26a0a5b12dc14fd6dc0dea,14940,ibitinga,SP
a4bd6e9adf39b63f43dc545d3ca1f53d,21020,rio de janeiro,RJ
f12d3c2a14729ae461b920c11fe20fdc,9080,santo andre,SP
4917cee8d902e13428c3ec4b1ca6f315,89031,blumenau,SC
4bcec44888b30ba9001234c534716d3f,9230,santo andre,SP
a663d9c3797e90eac99ff60939416a56,3951,sao paulo,SP
f9903dd0f812c7e771fcad47b6fff231,89070,blumenau,SC
ac9b01377919cdbd2a1bbb8d5837c70b,8773,mogi das cruzes,SP
5011f0d93373a4c5753adf58ca77af8d,11013,santos,SP
a4e634166243bbb3a13fa584463fa468,6286,osasco,SP
50c9975695009e5e6473912e83a6d1da,35530,claudio,MG
7aa4334be125fcdd2ba64b3180029f14,18500,laranjal paulista,SP
b14db04aa7881970e83ffa9426897925,18048,sorocaba,SP
fac1a9017ade7bdc94058fc1c969f355,1126,sao paulo,SP
31ae0774c17fabd06ff707cc5bde005f,13478,americana,SP
1099a00e0ee3a50935e6c2447ca090c5,20921,rio de janeiro,RJ
a3e9a2c700480d9bb01fba070ba80a0e,14940,ibitinga,SP
516e7738bd8f735ac19a010ee5450d8d,22230,rio de janeiro,RJ
9f505651f4a6abe901a56cdc21508025,4102,sao paulo,SP
7142540dd4c91e2237acb7e911c4eba2,16301,penapolis,SP
a3a38f4affed601eb87a97788c949667,89204,joinville,SC
744dac408745240a2c2528fb1b6028f3,83408,colombo,PR
9b013e03b2ab786505a1d3b5c0756754,11450,vicente de carvalho,SP
8b9d6eec4a7eb7d0f9d579ce0b38324d,26562,mesquita,RJ
38e679b9e0064cd94c6f035707344dae,86010,londrina,PR
83deb69e889cf80f82be1dc6d5f2d486,88056,florianopolis,SC
54aa8463e87776b5612f4bdc4bd5d4de,30550,belo horizonte,MG
2e7ea2aafec5835e781b21d6d1faf1f1,2820,sao paulo,SP
79ebd9a61bac3eaf882805ed4ecfa12a,85802,cascavel,PR
1cbd50a8c52e6cf8e315c5709fab386f,83830,fazenda rio grande,PR
5f3ae9136c875522250f8184f253413a,1550,sao paulo,SP
26af45f5dfd967225a832838aa4e24a3,81070,curitiba,PR
8e6d7754bc7e0f22c96d255ebda59eba,12233,sao jose dos campos,SP
92c8bc6e8f925792247656fed09aad65,3384,sao paulo,SP
e53d5b9b29d1218281f4a907ada18626,85903,toledo,PR
3ca08eeb8d5595949fed424bd3677742,82510,curitiba,PR
cbd996ad3c1b7dc71fd0e5f5df9087e2,15081,sao jose do rio preto,SP
8daab2245ebdc277c51098d01c5ad8ef,8411,sao paulo,SP
e067ad2c1c0b48758eb1b5228bcf7a68,11045,santos,SP
f626e15b7314c267e4429010866f70e9,85960,marechal candido rondon,SP
f1fd5ab1181f827ffad998c1a5de7d74,80010,curitiba,PR
4e85b538b0dad58852641540686d0e14,12238,sao jose dos campos,SP
093805f8f2aeb63881444571e1f48f30,6236,osasco,SP
5acd070dd3fe441bbb2ec1f1ede515ee,13203,jundiai,SP
3c010235b7345c92f125d14ee232a76b,83800,mandirituba,PR
cb9fb4ca75d7ba8437480e8dde64fe98,3551,sao paulo,SP
6989574bd97d9773f10d232b6c07da59,80040,curitiba,PR
8fd3b4468f6425810648177996c14cbd,15015,sao jose do rio preto,SP
6d803cb79cc31c41c4c789a75933b3c7,14600,sao joaquim da barra,SP
5f2684dab12e59f83bef73ae57724e45,5125,sao paulo,SP
f97e2b0650c2068227e1d366140eb62f,13830,santo antonio de posse,SP
8b321bb669392f5163d04c59e235e066,1212,sao paulo,SP
76d64c4aca3a7baf218bf93ef7fa768d,80215,curitiba,PR
d06d019f72a04e5497a0b64190af170c,6703,cotia,SP
ec80e49e69745ab6c14f984bf2149423,13480,limeira,SP
f8f35af4634605e6693c17cc3ffff5a8,37400,campanha,MG
004c9cd9d87a3c30c522c48c4fc07416,14940,ibitinga,SP
3bdff180c7e1f6551a643b99c265a120,4811,sao paulo,SP
aced59e9b31ef866a94f9e7f29d8d418,3306,sao paulo,SP
b4f8921fcc4ff77b66bea6dda43dcd51,95034,caxias do sul,RS
d2572f31e9023e9850ef986a636ff9bf,30640,belo horizonte,MG
c731d18cea9bf687ffee82a241c25b11,89701,concordia,SC
5194c22ed1f616ec0c0f33c571542879,37540,santa rita do sapucai,MG
fe8055980a4ff7f64ed889c2b5926929,81925,curitiba,PR
c42fd8e4d47dfb18ce5222f2dd7752f9,6246,osasco,SP
671585f5a2af58b6e276bc01003c0d2b,80510,curitiba,PR
a11a0e0ca67423425691db355cff69b0,13330,indaiatuba,SP
5bffbafbb22daf6d3bfc216a46db8708,26525,nilopolis,RJ
fc0b214b59a83615fea981c6424a02ae,9380,maua,SP
011b0eaba87386a2ae96a7d32bb531d1,17580,pompeia,SP
822b63912576852aea9a8436d72317b7,13840,mogi guacu,SP
a3fa18b3f688ec0fca3eb8bfcbd2d5b3,4557,são paulo,SP
9c1c0c36cd23c20897e473901a8fb149,11702,praia grande,SP
34a557286ead8fe75c989e0afcf7d98c,14406,franca,SP
455c5640e8c5bd1b2ee85c0158f85727,89128,luiz alves,SC
87d30a6a0cbf89356e49324971ab1d24,2036,sao paulo,SP
217f005bb37ff3aeef5b2ae1788e75ba,6038,osasco,SP
cac4e0bc1a3269fa2b6ea5e763f6115b,88351,brusque,SC
aba1721a889e04decc910aa13b768ef4,5729,sao paulo,SP
044668ccd5316b12a7cf0d54a156e3e9,6016,osasco,SP
643c01d7c56a724bec0454f4780e8a3e,89222,joinville,SC
cab85505710c7cb9b720bceb52b01cee,2252,sao paulo,SP
8c3b533c63cca56240f94f1e3a6b18ef,31050,belo horizonte,MG
1fdc574883ef3b33ad41562d93f3a74a,13480,limeira,SP
9a03a4e9eb0b947652fae4f6121a3f5e,15805,catanduva,SP
33cbda8716511e27e556dff9d8418bf2,89052,blumenau,SC
6cd68b3ed6d59aaa9fece558ad360c0a,31255,belo horizonte,MG
3df020b72d3d44b3af9d110fa3940b65,15704,jales,SP
537eb890efff034a88679788b647c564,20270,rio de janeiro,RJ
4be2e7f96b4fd749d52dff41f80e39dd,69900,rio branco,AC
3bfba5a77604f6dfae7e6dd7aaf65821,86046,londrina,PR
48fb026ed7455a42f5d3e9390ed5088e,27321,barra mansa,RJ
0d33a55da925bbf1ff02af5f6059fc7f,5632,sao paulo,SP
cea729054f157f5870bdd321a958d994,3161,sao paulo,SP
955fee9216a65b617aa5c0531780ce60,4782,sao paulo,SP
0f0c984a4a955310903b6b6008660bad,14403,franca,SP
f805b96fa705ba7995a221f1749dc141,87013,maringa,PR
751bdc4d83a466c7206cd42e8f426b03,9405,ribeirao pires,SP
2f4b0d3b9634b647d4edee577d7ebb7e,2310,sao paulo,SP
ba5daa4041e1f15cdf34b76e3e18a450,4363,sao paulo,SP
6e386f64c84e482f0b9abf960797ee1b,1539,sao paulo,SP
83c465a786b06574376909b35ef6752a,13560,sao carlos,SP
71592660bbcb6a4664e97b6f8b68babc,15055,sao jose do rio preto,SP
039b29ff3b3473435d0cd59040575de9,9443,ribeirao pires,SP
ac51cac5e20d69ff485a54746488ef48,14096,ribeirao preto,SP
4221a7df464f1fe2955934e30ff3a5a1,48602,bahia,BA
48e954b2da4f6a750c844173b347ed40,91740,porto alegre,RS
085f6f7e049c996695fb2074fe38d45e,12020,taubate,SP
5a93f3ab0ef4c84ed5e1b5dbf23978bc,12250,monteiro lobato,SP
5f57db27027655e6c6a391601daa0258,29138,viana,ES
e1b12447a7563944843191754aeb5562,7145,guarulhos,SP
1fe5540d7c1c37a595fefbacd5570d9e,25850,paraiba do sul,RJ
d3f39f05462b79a4562d35893a28f159,13730,mococa,SP
0176f73cc1195f367f7b32db1e5b3aa8,14940,ibitinga,SP
01cf7e3d21494c41fb86034f2e714fa1,85603,francisco beltrao,PR
ceaec5548eefc6e23e6607c5435102e7,3821,sao paulo,SP
2d42ebcda99fd55f6f4bc2f1ca035d50,76400,uruacu,GO
e9bc59e7b60fc3063eb2290deda4cced,87083,maringa,PR
6f229cc508fc6915ed5c499efd93baa4,21931,rio de janeiro,RJ
83f2b4881141ce3fcd4e985125d3279e,14055,ribeirao preto,SP
c8c1bea22194a4eefa2dc9a9fa89f536,88210,porto belo,SC
b0b346d3a89f5eb4c2968af3f083cd43,13105,campinas,SP
a0415d9b25ede3c4b1e477e9916ffc03,26255,nova iguacu,RJ
fa1a9dec3a9940c072684a46728bf1fc,88820,icara,SC
6ddc28b61be28373b4503a1f61cf98a9,3543,sao paulo,SP
c5ebe6598748b0aeaa61cfb820478b92,95910,lajeado,RS
5670f4db5b62c43d542e1b2d56b0cf7c,3694,sao paulo,SP
e1c76f339ebd5460999f25a2aa8c92c5,3029,sao paulo,SP
cb8bcce248bb1fb274ba762d8b971456,37540,santa rita do sapucai,MG
610f72e407cdd7caaa2f8167b0163fd8,1201,sao paulo,SP
b6d44737c043328708f6749c2dbe50bd,9230,santo andre,SP
972d0f9cf61b499a4812cf0bfa3ad3c4,88359,brusque,SC
d90fe2229fee1a5da999ccd0c06c1667,3416,sao paulo,SP
5b2e94f2c22b39ccc24d34ad0f669672,1214,sao paulo,SP
e5bd51692380fd8cabb19b756b95e714,9220,santo andre,SP
cfb1a033743668a192316f3c6d1d2671,18110,votorantim,SP
adcf50477d6a1f5d91bb9d54c4903cb5,35530,claudio,MG
8476243f92442881ddd5b578975cf115,93700,campo bom,RS
f2336e113377dd21c744d9c4fc8293a9,3659,sao paulo,SP
f25e239052084705e17a982bc600ab2a,1123,sao paulo,SP
89d9a386b0b6e5fc8403071b03f7206a,3103,sao paulo,SP
bd15ee794d5e640d9dd71b665b2ab15b,14078,ribeirao preto,SP
f326006815956455b2859abd58fe7e39,15601,fernandopolis,SP
bac692d6c0ed08467878018e6cc9c26c,89041,blumenau,SC
6a51fc556dab5f766ced6fbc860bc613,17500,marilia,SP
ea6b12bf9ffe2bac34602ec631d97a47,7093,guarulhos,SP
dc64d75cc406bb0697be983831430e60,31560,belo horizonte,MG
d1ef48b38baca7e831711c4a0aeb398f,86800,apucarana,PR
259f7b5e6e482c230e5bfaa670b6bb8f,8550,poa,SP
dd7ddc04e1b6c2c614352b383efe2d36,3471,sao paulo,SP
f457c46070d02cadd8a68551231220dd,87047,maringa,PR
5962468f885ea01a1b6a97a218797b0a,82040,curitiba,PR
1f50f920176fa81dab994f9023523100,15025,sao jose do rio preto,SP
2b1a40c1daabc6ca280c4b815c101841,35500,divinopolis,MG
26b482dccfa29bd2e40703ba45523702,13450,santa barbara d´oeste,SP
f356c348fbc8df6a882823e21f5ce8b7,92025,canoas,RS
2ba91c7ad80ff88b23b7db823b43c233,13310,itu,SP
3d0cd21d41671c46f82cd11176bf7277,89217,joinville,SC
d93919c944be9cff128f6c9cb899eacb,13375,mombuca,SP
f7ba60f8c3f99e7ee4042fdef03b70c4,9628,sao bernardo do campo,SP
c5f7e746b7e6d07def6c0dae9903279b,81350,curitiba,PR
2d20f1cd18725c91147da0791d498022,86040,londrina,PR
002100f778ceb8431b7a1020ff7ab48f,14405,franca,SP
70f84699be677ec988d1fa824aef7d90,35700,sete lagoas,MG
5bc24d989e71e93c33e50a7782431b0e,37165,campo do meio,MG
36f98ad67cc981f50ce8aed093d5783c,85904,toledo,PR
6eb94e1466490d327a09abf8f3552a50,13219,jundiai,SP
8ff1a9df749e454105c55cda13e79143,17509,marilia,SP
c4fabeea6e569d42d02993bb1f4f1cbc,60741,fortaleza,CE
45c20d94d9171b0bcfab3c955e47d67b,13490,cordeiropolis,SP
6a38087bc8ad4f89ff453561005f6dea,75123,anapolis,GO
4e5725ba188db8252977a4f0227bd462,14092,ribeirao preto,SP
eebb3372362aa9a46975164bed19a7e7,4578,sao paulo,SP
f84a00e60c73a49e7e851c9bdca3a5bb,20756,rio de janeiro,RJ
e5a38146df062edaf55c38afa99e42dc,1233,sao paulo,SP
4de6e4ba574aa9dfdc824bc44dc47fdd,83402,colombo,PR
f45122a9ab94eb4f3f8953578bc0c560,13419,piracicaba,SP
7901646fdd36a55f564ffaf2dbccaaf7,20021,rio de janeiro,RJ
6481e96574816ead57975da2c0f6d80d,18072,sorocaba,SP
e8dba4d70f7f2b20e775d09cae01142d,13456,santa barbara d oeste,SP
b6dc74ed30f124f95227bed4e43a3bed,86702,arapongas,PR
48436dade18ac8b2bce089ec2a041202,27277,volta redonda,SP
f5f2ab9bdb6b30c14c61be68c5ed37da,13660,porto ferreira,SP
8ed8ea9a57c862f2c18c2fe41f601d56,89030,blumenau,SC
1554a68530182680ad5c8b042c3ab563,37580,monte siao,MG
152ee17e4c8aaf53dac99f3462e4999b,89248,garuva,SC
fac35d150712afb921ec59ac5f39bb11,38650,bonfinopolis de minas,MG
04aa0a1c5ce6b222003403a3e11c3cc0,13150,cosmopolis,SP
ede0c03645598cdfc63ca8237acbe73d,14092,ribeirao preto,SP
ef0ace09169ac090589d85746e3e036f,24451,sao goncalo,RJ
918717417d88a9f9ae9735567e6c7682,5547,sao paulo,SP
f19516b9ff26bfeb091b30108db4ddbd,13160,artur nogueira,SP
ed8cb7b190ceb6067227478e48cf8dde,11015,santos,SP
562f8cfc51f265411f487d07e9c40e7f,30575,belo horizonte,MG
97e4a63591ca439a2b8b7efd20e6e19e,20520,rio de janeiro,RJ
07017df32dc5f2f1d2801e579548d620,58030,joao pessoa,PB
52092ddbd3a58c450a4459bf051b2287,17300,dois corregos,SP
f1198c871e0171278b63f40d112caeec,1220,sao paulo,SP
87142160b41353c4e5fca2360caf6f92,90230,porto alegre,RS
289cdb325fb7e7f891c38608bf9e0962,31570,belo horizonte,SP
11305281b50fff20ae8bb473f8e11876,36500,uba,MG
9d681c7e12db302cb261e721040dde65,80330,curitiba,PR
c7bb64409aa480bb7d0335faaaf3d242,89218,joinville,SC
bb7ad8a45c027be8ab075b8e465f8ca0,88056,floranopolis,SC
8a207b6080964f3c1fc9d35bd6096ba4,15155,jaci,SP
fa1c13f2614d7b5c4749cbc52fecda94,13170,sumare,SP
bf100ecb7997df312b285358fb32f92c,83070,sao jose dos pinhais,PR
3504c0cb71d7fa48d967e0e4c94d59d9,9350,maua,SP
164a5a8794e6d42e14f55e447b12a3bc,85980,guaira,PR
638cba8be1fb599bbb76fd6948351eb3,12242,sao jose dos campos,SP
2f73e04d12cdf0c945ded66bb3fcf6c7,29313,cachoeiro de itapemirim,ES
fbc14c0cf93505ef89f64665ffa4a7b5,14150,serrana,SP
c3ee2331a724e6fc02c4b698b57a73f3,5108,sao paulo,SP
ddd51ae8cda92f3995a51fc0f0f3eec7,23062,rio de janeiro,RJ
34d1ca11b242c0fee2c834ae8d788566,36415,congonhas,MG
324583d68897f5ddbaf38f6248322176,15046,sao jose do rio preto,SP
96493fab2fbb13a14d0c0e8772eef5c3,5537,sao paulo,SP
d4ffeb15b67e81ff9af2b4252d99fb7e,12943,atibaia,SP
b5d034ac251546e25afe9067f05c1539,6852,itapecerica da serra,SP
8a1ff5c35f6595a73fef4c7b96e4908a,83091,sao  jose dos pinhais,PR
7c1fea10b5b006671d608b1d7c446ec4,18550,boituva,SP
b6e1504972665f739dec4facb9943775,13405,piracicaba,SP
f76a3b1349b6df1ee875d1f3fa4340f0,3275,sao paulo,SP
99eaacc9e6046db1c82b163c5f84869f,14400,franca,SP
8603f0038fe0e52fedd3382d266723de,88495,garopaba,SC
d98eec89afa3380e14463da2aabaea72,90010,porto alegre,RS
08084d990eb3f53af056ccbc1730c8a7,3612,sao paulo,SP
23613d49c3ac2bd302259e55c06c050c,13660,porto ferreira,SP
87d3c3aeb3ead335511b3ce315eb341e,3059,sao paulo,SP
93b9a99027bd8bd6af682aff18dd19bf,7600,mairipora,SP
0bf0150d5b9d60d9cd2906003332f085,1547,sao paulo,SP
7ecef8194babfec876ca720714327841,13041,campinas,SP
30829ded4523ab9224b93bc49a62c95f,95360,parai,RS
dcb7367a92f5ffb89f1e2152ed260285,17700,osvaldo cruz,SP
5075aaa8404020ae6aa8bf4792099b41,37706,pocos de caldas,MG
d354c38a7182125a748cb10474fe963b,28495,aperibe,RJ
4be9ae93c4fc0f41713d71a4194ee1b3,35500,divinopolis,MG
e0487761face83d64fcada2408959a36,1021,sao paulo,SP
c3cfdc648177fdbbbb35635a37472c53,80610,curitiba,PR
c8cc60ffd415254af5d9b9f34f32c369,18053,sorocaba,SP
1ce3ae5a399804d1a87e706f8a813c3e,88715,jaguaruna,SC
5f26c1408a65b42a7224cd463bdf3292,86707,arapongas,PR
e59e575a175fadcadf8479e191770425,26210,nova iguacu,RJ
2138ccb85b11a4ec1e37afbd1c8eda1f,8250,sao paulo,SP
ef30892870c278497523264be1be2241,14801,araraquara,SP
d5b9a084373da994a6e37f732169a853,9182,santo andre,SP
