review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
62a46fc83383b0146249fc7345d00c2b,2e509a0f39264c5e18d820911b16990e,5,,,2018-07-25 00:00:00,2018-07-26 21:22:23
db64106aff6c7180cb841937f43f5f44,208215ef3138230b69b97f3fb415e9bc,1,Entrega atrasada,Ainda não recebi o produto...,2018-05-24 00:00:00,2018-05-25 01:27:45
1f5aa5d7c3ee7895e4d223797b5a5f2d,c79bdf061e22288609201ec60deb42fb,5,,Tudo ocorreu de forma eficiente,2017-05-10 00:00:00,2017-05-12 00:58:11
0090eb2a29946f932f1f7af8cbbcf9c0,d65342a5836898c61a3ca324c2226927,5,,O produto chegou antes do prazo e em perfeitas condições. ,2017-10-30 00:00:00,2017-10-30 18:37:31
15686e0544ebe0a2c5c5dcbc20e84432,50a58980b691ff7dee971df1e77476e6,5,Bom,,2018-06-28 00:00:00,2018-06-30 20:24:47
cca1f09408bb9c03ccc236339d4b2c61,21c71f62d2554e1ad6c8ba9dc7af2c62,5,,,2018-01-04 00:00:00,2018-01-07 05:25:32
bd641140d7eb41325f8b2f1d22c41c5a,ad6aec326fc31e34aaa0ff7ab3788c43,5,,,2017-10-18 00:00:00,2017-10-19 11:55:19
03b3143cc596bb50864988b76106a418,7551a449a88847c6b76206cc5fbe5993,3,,"As bolsas são lindas por fora, a cor é bem próxima da foto, mas por dentro não tem o forro da descrição e o acabamento deixou um pouco a desejar, no mais a entrega foi super rápida ",2017-10-28 00:00:00,2017-10-28 22:08:06
b42955e5003fa4e9449770fb8b50d30d,1f186ad4ad389666cd9482ce1942038d,2,,Demorou mas entregou!,2017-10-01 00:00:00,2017-10-02 06:10:08
771654d19b26b9108952856b225ad105,4703440eb9289d3769819920e98ec061,5,,,2018-02-15 00:00:00,2018-02-16 01:50:41
a0eea85aa0ca529a082648ea37681a5e,4f4cdcc0b6af1eb7d23872ddc92b5d05,3,,,2017-10-20 00:00:00,2017-10-23 11:03:00
71d6d02f57622797c1e7748b1d25f478,3b336014b6a2b0774fb872f338dab7a2,3,,,2018-01-21 00:00:00,2018-01-23 23:20:39
98d7f3c22274e12f342deac7430d9af0,0f7477abc25a26f58ebc0d00d2a7cde5,5,,comprei num dia e recebi no outro e a mercadoria é excelente!!!,2017-09-21 00:00:00,2017-09-21 21:28:42
83796cb2312caca571fe0261e148e1df,72096fec7f0a5c65db72ae549c086803,1,,O produto enteque veio Errado ,2018-03-20 00:00:00,2018-03-20 23:21:00
23342871d2c6f17002db4c7f082ba20e,ebd33d4995d183ba4c6ed1e273816aa7,5,,,2018-08-29 00:00:00,2018-08-29 22:12:46
09716d4181bad94853a76b357eaf3202,e4223b96432f4984fc69390438d80861,1,,O película de vidro veio com defeito e não estou conseguindo resolver o problema.,2017-10-10 00:00:00,2017-10-11 20:29:39
b703764760e6e5d534a8940a12fca101,2b49d60af10ea7e2443376987ec8a184,1,,"Só veio uma capa comprei 3 aí paguei. Mais de 100 reais por uma capa
",2017-04-11 00:00:00,2017-04-14 11:02:46
d43a314cbbe003bee49ac179616c060b,ed9ffbb3fee532270f819cae7e6a87eb,5,,,2018-07-06 00:00:00,2018-07-09 13:20:11
985e48b93ee65708e73e0d29b1bde5ea,43101ee6b066954af2c1074445d240ec,1,,Não recebi o produto que comprei e paguei. ,2017-08-23 00:00:00,2017-08-23 23:36:50
a3103aa893826c0bdb8fbe44489f0045,58ac90861e40974e190198a79144f7d0,5,,,2017-06-13 00:00:00,2017-06-14 02:58:09
bb3ad18fb8d869094112f04b6dca36a0,6363b59d2e7f542672e0f11910c0c708,5,,"O tapete e muito lindo e material muito bom, super fofinho. A entrega foi dentro do prazo, so o embrulho que ele veio e que assusta e tao pequeno que nem parece que tem um lindo tapete dentro .",2017-07-26 00:00:00,2017-07-27 00:16:17
b86f3c3a03861f6d8230146bc6e36c52,e29cb1f5fe7801584de0f49a7423dc2c,5,,,2018-04-28 00:00:00,2018-04-30 15:12:43
541c9d54f43630b967b9e28a7f439a5b,34c109afdbe68c271dced774877af8f3,5,,,2017-06-17 00:00:00,2017-06-18 14:00:58
7202552ad5fe46807e2a4b24358b2ed9,dfb37d2ceed290c718d7778273ba8b4a,5,,,2017-08-29 00:00:00,2017-09-01 01:11:23
2d754171e0710717a23e9e24f57bc60e,c111660003fe3dd242a376599653b22a,5,,,2017-11-02 00:00:00,2017-11-03 00:03:17
d48d8cf67fee1056aef5deb18770de55,00254baeb6c932b0a8aeead91fbd02b5,5,,,2018-05-31 00:00:00,2018-05-31 23:19:37
ea022eba0e8a99f752bbfb1eeb23182f,c1c46208ebd1440f4da5b7197c544d6c,5,RECOMENDO SIM,"ASPIRADOR MUITO BOM, LEVE E FÁCIL DE MANUSEAR!",2018-08-28 00:00:00,2018-08-31 20:47:46
7e07e6095cacf11f3f5f1f21127d5aa1,e7b87b156cde9f1d3a765da80d093d6a,1,,"Minha compra veio pela metade , comprei uma capinha de celular e uma película de vidro somente veio a capinha a película não veio ",2017-11-15 00:00:00,2017-11-15 03:37:54
5c19d0e94f8947055798303ffd6effe4,e2d5b94a4565c77d5c35af59bb8eea79,5,,,2018-08-07 00:00:00,2018-08-07 21:00:10
bad6a5d27793fde8cc5d214ea5cb1ffa,96eb9d1d1588412109dae29e68f86e86,4,recomendo ,,2018-06-08 00:00:00,2018-06-08 20:34:20
2d4a62bdd62489593760f4197a56848f,c0ab546d7eeab2e210dbc49084319e46,3,,"O produto chegou. Porem a embalagem estava aberta e em um dos braços da cadeira o encaixa do parafuso estava quebrado . Fora isso, o prazo de entrega foi bom.",2017-07-21 00:00:00,2017-07-24 16:46:10
f2ef17ea539f3da77a01144db79e3d0b,394ff86ee81814bb5f88c7e8ad2812b3,5,,A compra foi feita e entregue no prazo. Recomendo a loja e o site da lannister.,2017-11-30 00:00:00,2017-11-30 15:25:36
637bcba6669f1b87fa078c4caf8fd6bc,79f0fd0747eee58c3980cc9cdb2afbb1,1,Horrível ,Comprei uma coisa e me entregaram outra e não consigo fazer a troca e não consigo falar com a central !,2018-05-17 00:00:00,2018-05-20 20:16:06
f2b6e5ff37958fcc8a88a15fb2c1354b,316c859aa0c2b794a3db879c5eb09153,5,,,2017-12-28 00:00:00,2017-12-28 21:25:33
84ec94f1a6a986d840ad97912dadb67d,2f2c7830ba7d481daf04619aafd7878f,5,,,2018-05-23 00:00:00,2018-05-24 03:04:25
3e28b02b957217fbba2c0450fcb6b089,c6d222a38df267553737a56da260cca3,5,,,2017-12-15 00:00:00,2017-12-18 11:11:19
135b9d12a59df9250b9dad9b95a36a9f,808ecdee681597379a39d3697c8b28f1,5,,,2017-05-27 00:00:00,2017-06-01 15:48:58
f197a73dbd25cd32f9049fcb1a62ad06,9ae0aced36093f0e2cb7510c20b7ffc5,4,,,2018-05-22 00:00:00,2018-05-23 11:46:09
2063f2d670fb93e74e2a2bc3b7cad22f,94ed99124b4c0ee155fd9bb057a14c2e,1,,Simplesmente não recebi o produto,2018-04-08 00:00:00,2018-04-09 11:19:17
0b6f2f6cac537d5db8e3eb69bc6f976f,f25e32d51127cbef9f269ecae2c83573,1,,Meu produtos veio errado ,2017-08-25 00:00:00,2017-08-26 02:16:27
8c99a11bb6272674982bcc7c2be4b42d,5b67d5593db6802b11d266e3c4d0e0b1,5,,,2018-07-25 00:00:00,2018-08-01 17:41:20
47a9e6e1a6807dc6ebcb3db41d09a60c,a041155864e5141116458291313b35c2,5,,,2016-10-26 00:00:00,2016-10-26 22:59:11
3013ce02ae11a95e448f65132aeb6f89,7b20d43785c16252f51ca77bceaa5ea0,4,,,2017-08-12 00:00:00,2017-08-14 23:37:58
d67800fc498d015fa42729e1dba7de9f,d5de523ef823dfdb68b1509abd0f64f2,5,,,2018-05-23 00:00:00,2018-05-24 10:12:37
6d9f34480d47d5ce03ef8e04f32c94ac,75b7d764765f4cf3a5f03e7f3f35319f,5,,,2018-02-02 00:00:00,2018-02-02 22:04:52
eb8e4184e26195e3df96b3cb4e5fd751,13fc19d5bc2bd52fce8baeb3f31e5dd6,5,,,2018-07-28 00:00:00,2018-07-30 16:48:32
22f16db423440e25895cd92f99e876a6,c23cbe2fda508079dda241b040935e11,5,,Muito bom mesmo!,2017-08-09 00:00:00,2017-08-10 17:26:41
c14aff560aaa7429de72873ab0b06f13,bd4ce88d696959198a72416bd32be0ca,5,,,2018-01-16 00:00:00,2018-01-21 11:56:07
3c1beae1f38a6fa9564ea8bfc05575dd,d2a0cfdf8f3b718afce8a4b9d943614a,5,,,2018-04-06 00:00:00,2018-04-09 13:08:39
e40ec5125c4e5e9d4156573429db256a,88d7788f2c5eb4f76ca8186a46e03fd8,5,5,"que bom que tem empresa séria nesse brasil,
e temos que confiar que o brasil tem jeito sim!
é como empresas tipo lannister que nos orgulhamos de ser brasileiro. eu a recomendo.",2018-05-12 00:00:00,2018-05-14 14:20:59
ca6e6a645ffdfbadc14e5de7f985872f,cb303a906d3da8596487dc9de116fae8,5,,Muito bom,2017-12-27 00:00:00,2017-12-29 19:40:05
d42337e6a3c87e5bf5935374a49c5a3b,4fb22a6181117d7a0532aab46cef0e03,1,,Ainda estou aguardando o produto.,2018-04-11 00:00:00,2018-04-12 00:27:50
f84cf1ac03867081ae7fe2b54d87cd97,22ea5431233830227f077473a051d55d,4,99,"Foi entregue antes do prazo, continua com este ótimo atendimento
Abraços",2018-05-19 00:00:00,2018-05-20 12:06:23
3242cc306a9218d0377831e175d62fbf,9c5bfba7de6a4abbb6ba0baab78d1622,5,,Ótimo ,2017-07-21 00:00:00,2017-07-22 01:06:37
7cdc38c51e3d0acefd5976d4a01d11dd,a98012aa8c697f2bcff9f8c2183e0f2b,1,O pedido chegou faltando ,"O pedido, não chegou com a quantidade correta. Faltou o Suporte De Peito Cinta Peitoral Para Camera Gopro Go Pro, faltou um Adaptador Conector P2 Macho P10 Femea Estereo Microfone sendo 3.",2018-05-19 00:00:00,2018-05-22 01:32:42
6859557b23fa15103b5694e745dc32f3,70613a4d0fcc3ad95dd80f90a7d05a59,5,,,2018-04-27 00:00:00,2018-04-27 22:29:00
6c035933a41f17dca6d63bd5ff03291f,8603de8fb5551ed7faf81d2a31b8bf0e,1,,"Essa foi a pior compra da minha vida, comprei dia 11/6/17 para receber dia 05/07/17 e até hoje não recebi e ninguém me ligou para dar uma satisfação. A pior comprar da minha vida.",2017-07-07 00:00:00,2017-07-09 15:32:37
a930a3f9b8c51fa9f1d04a1acd073392,3ec8d477ad3b18290ba325fecaf053f3,4,,,2018-03-09 00:00:00,2018-03-12 12:08:12
68524fa982e8d52e5546fd88c8330101,70f357cca87c1162357bf3c0a993cbe5,5,,"São um pouco pequenas, 5,5 pol, mas o desconhecimento foi meu. Os produtos mostram a que vem e tem um fio de corte muito bom. Está sendo bastante usada em meu estabelecimento. Recomendo.",2017-09-13 00:00:00,2017-09-21 23:54:17
b81b6fd1169f65bd6eb77802ae8c30fd,f31cf521d461f5b8b5b1456a0448495e,1,,"Comprei dois pneus, paguei dois pneus, pedido efetuado e pago de dois pneus. Recebi em casa nota fiscal referente aos dois pneus, mas só um pneu dentro da embalagem.
Aguardo posicionamento à respeito",2017-06-08 00:00:00,2017-06-08 11:35:02
f3ffaddec4f8079d58b476a5c878455f,33b50846ef5349564b8be2af1d6000aa,1,,"Deveria entregar na minha residência como no combinado na hora da compra,
Mais infelizmente eles enganam o povo e temos que perder uma hora de trabalho para ir retirar mercadoria na Ag dos correios..",2017-09-27 00:00:00,2017-09-28 12:14:17
2fbea3a039ed09b955db5e715c132f33,dbe5b409519c5dfb85b5b0955913e5af,5,Produto conforme anunciad,Recomendo lugar seguro para compras,2018-04-26 00:00:00,2018-04-26 22:15:31
9a5ec2db7c2fa564a84d730784607a3a,24d2a265bbb8e667b3482b868457b7d6,4,,,2017-10-21 00:00:00,2017-10-23 19:34:28
49569077f66bc9767b7ec9a050b0d4c2,3296617b0f860015465b3259c42115b2,5,,Ótimos produtos preço bom,2017-12-05 00:00:00,2017-12-08 10:33:06
0da4769bc08a439775d3d4aae652a851,7699e05f3c451052397a0248cf24a821,5,,Produto top,2018-04-04 00:00:00,2018-04-05 02:40:27
380b841eee47f391e0d3fef0a38620b7,03cfff56e65677083384243927b9915f,5,,,2017-02-23 00:00:00,2017-02-23 03:47:14
2672e6c52505d5a2fe675ff2fc14efd7,38f4de107b2ebaed574ce9233ad3f261,5,,,2018-01-31 00:00:00,2018-01-31 23:36:13
f4278962fb382fd77dbef9b88d651d20,b6480a468bd89b1732a3e73ba16a270c,4,,,2018-05-17 00:00:00,2018-05-20 11:31:56
24146125002be3a02faa24d7fbce2c3f,f19aee0ec494fa468b59ae57ea6af345,5,Assim que tem que ser,"Ótimo atendimento, gostei",2018-08-30 00:00:00,2018-08-30 22:55:51
69d15bee0def147b84be737b0cd1b72f,f3da0d205fb8a689ba773b74194ad85c,5,,,2018-01-18 00:00:00,2018-01-21 10:29:50
38b8cd4661585874565ab951bcfade3e,1fe7938fdd30309ca9b8628091e0dcc4,5,,,2018-01-26 00:00:00,2018-01-27 00:38:21
d308b295a616edee20832276ec5b6a0a,9fc1cdaa591d198154efdbf0e8e33712,4,,,2017-09-27 00:00:00,2017-09-27 22:45:21
1cdc078efbe0deab5aee78e5710a1b4e,b41a16657a96770a0b3e233b13555502,4,,,2018-02-21 00:00:00,2018-02-23 05:33:20
313ffc0ac1cb1ccf608204972203ca89,6811f439ad8873c28f8e1138e02229a5,5,,,2017-12-20 00:00:00,2017-12-21 07:37:30
aad4fe10234f66b2c3711acedeb8e4d9,c2be39a9987d992896de790f005d1bf4,3,,O produto ainda nao foi entregue!!!,2017-10-07 00:00:00,2017-10-09 10:09:35
45bc8c8cad9e508f40d7c29279e0fde1,18566c7a35287580c5ae220d2e5c84f4,1,,Não estou satisfeita com essa compra pois deu que foi aprovada e foi descontado o valor no cartão de crédito porém não sei porque cancelaram a compra e não foi devolvido o valor.,2017-11-03 00:00:00,2017-11-03 02:46:07
611f4513c08db9c3a0c08a49123c19c8,f7057bf47ad8d184d0857bdaee0a1603,5,,,2018-04-06 00:00:00,2018-04-06 04:15:17
f2fa4b4ab1dbe6d8a53b9a1e0c4ec8eb,8bef37e0a778afcdf32118f376beb9de,5,,,2017-01-31 00:00:00,2017-02-01 10:20:31
e60acec46fed601eb4601f3c8c6cf25b,93cb3576b5e361f46b9a9f1720a3eb06,4,,,2018-08-08 00:00:00,2018-08-13 13:47:28
95399a27dc215037858359ac0188bb27,ad87f982d1ef40d7a0bc339828e35616,5,Reconendo,Recomendo recebi tudo certinho no antes do prazo.,2018-08-07 00:00:00,2018-08-07 19:04:01
ac0063df415e84dc86dbec182ac6c068,c94380d457c5b733057185e23d14b4ed,5,,,2018-01-30 00:00:00,2018-01-31 15:58:44
56749116d928cc62024255bc75351861,442dccfb1443cb7035f2b7810f974dd9,1,Até hoje não recebi ,"Fiz o pagamento, já faz mês e não recebi o meu produto, estou indignado pois dependo deste para atender uma pessoa que precisa ficar constantemente com uma central de ar ligada.",2018-05-05 00:00:00,2018-05-09 11:18:22
246776381ff0d1bd5eeefc4d3e717242,6a333077739385e594ea01b12faf9323,5,,Cumpriu o combinado ,2018-01-21 00:00:00,2018-01-22 20:47:01
7bfa670b60e02b8fba398d5293c60bf1,0ffaba549f161074760e4d3802fe8641,5,,,2018-05-22 00:00:00,2018-05-22 22:56:39
a950d6e11311c0bbcced368b8960fee0,48b20e2450ca3aafee885610dadf7f1f,5,,,2017-08-17 00:00:00,2017-08-18 03:40:40
9dee821739913a7c7194e655c6ee60b2,457afd8c764234eb93f7a25268578440,4,,Erro erro,2017-09-24 00:00:00,2017-09-29 00:14:42
7e171847195aa5ddbdbc5b559628a9ad,dbb2c9fcb812c0eb6a8b856435e484d7,1,,,2018-04-19 00:00:00,2018-04-19 21:13:51
cf98a43c043845dee2151c1514b02e77,5b8dcad724fe4568d2615017c056e69b,1,,,2018-08-18 00:00:00,2018-08-19 19:47:50
ccc1070eceb73ca9e7bbca1a79832033,fe451ba1809fbc234c68216803496d39,5,,,2018-02-07 00:00:00,2018-02-08 23:36:03
47f49b650cf62f7e965c83c22210cad0,3caeb4389178c6b0cad926fcd9a939de,5,,,2018-02-23 00:00:00,2018-02-24 02:09:27
9e402d9ec6bc71a259a013452195ae34,1b7e84be9e271a4dde8983c8da30ee72,3,,"No anúncio disseram que era felpudo, só que não, descrição nada haver",2018-03-22 00:00:00,2018-03-24 22:58:42
672b18a9582fb7328263b11a38d618cd,9b81934297f0b5aab6474d8eb7fb2b4e,5,,Produto conforme anúncio.,2017-10-25 00:00:00,2017-10-25 22:42:10
0ee26039cc88d8dae983e755a745f2be,7f6d16fab3bed015ec202cc66b21283f,4,,"PRODUTO DE QUALIDADE 
ATENDEU A NECESSIDADE
RECOMENDO.",2018-04-11 00:00:00,2018-04-17 14:08:27
bc859f5f5ba72e1e0273e4ef1d297a3b,6135f38f4bb6d100bd3b064ccaddf7b8,5,,Produto entregue antes do prazo é o conjunto muito lindo. ,2017-12-02 00:00:00,2017-12-03 15:50:09
e48683dfaac12efe7e31661413951d25,da28a815dd7996590e84c9e51dec1ff4,4,,Entregue antes do tempo,2018-07-28 00:00:00,2018-07-28 23:10:43
ecfdd183dbb3ffac790f098d6d740302,4b47ca7c3201379f99ee4c1f4d0c80b0,4,,produto adequado às minhas necessidades e fácil de montar.,2018-03-23 00:00:00,2018-03-23 19:20:59
0e752f0b1bff9b704d95efee57b7166b,413cde030a614ac044fdc905c6849453,5,,Chegou antes do prazo determinado e veio correto.,2017-11-08 00:00:00,2017-11-08 12:56:40
e4513f54dd4667cc8d3b9d3988f1ed57,5a13b2c8622862250d7b78581dfbb759,5,,,2017-12-02 00:00:00,2017-12-03 00:54:12
c509f8b367ee5227700c29fcc76a097a,ea974c111a2a711f43305d2968ffa86e,5,,"Recebi dentro do prazo estabelecido, produtos entregues em perfeito estado",2018-03-04 00:00:00,2018-03-06 10:10:08
5576f3591039266cd8fc4c29b52ec5d2,1525ae17b338cdbe83eafba4135425d8,5,,,2018-07-26 00:00:00,2018-07-27 14:20:28
43d57e842c463cdfc83687e70da7b1bc,84580325d236dbdc6585c81d12f5c9ab,3,Entrega,"É de se chatear, você compra a mercadoria, paga o frete e tem que se aventurar para retirar sua mercadoria. Você vai porque precisa do produto porque a vontade é de desistir da compra. ",2018-05-30 00:00:00,2018-05-31 00:32:27
b99ff22025eac8169d0c5517a743851d,5b922f60c60062b4c656c69ac0a5834f,5,,gOSTEI MUITO,2018-02-16 00:00:00,2018-02-16 23:01:55
2f572422a4647855327a02079779e46c,126e645df0c526ccbc4b5561c91feb56,5,,,2017-09-01 00:00:00,2017-09-05 12:09:28
8e8b545ae2ed5ada848fdd510b0d7ba8,dd445195b0424460abe3fe3bf4497228,3,,,2018-05-16 00:00:00,2018-05-16 08:19:24
3e4ea74093c173a561ec973b6b725e4f,af4c1c7ca3aa8d5d93c434ae5f59edca,3,,,2018-01-23 00:00:00,2018-02-04 05:03:08
54d9494c037eafacb61d86b6da1b143b,a4131292599279a50b734fb7fbf83c0c,5,,Linda cortina. Adorei o tecido ,2017-03-09 00:00:00,2017-03-10 00:01:01
0bff53c1cb1a70f97891b10ed11d7a28,6471b260244ab316f8331321d689aff8,4,,Amei o tapete muito lindo ,2017-10-06 00:00:00,2017-10-12 01:01:32
351039eac3bb9f7b7138b29532b44f31,cb5c1ad1fb0068c83523238259a8e930,4,,,2018-06-20 00:00:00,2018-06-29 14:10:56
a2eb7bc69578b37c9386e90bac9e19c4,7c83cd570176d1b7e42606920fd81d81,4,,"Loja confiável, entrega no prazo e preço acessível e produto de qualidade",2017-03-14 00:00:00,2017-03-16 23:57:16
bacfe13c5929ee4b9eebef83a62a674e,68a688be62a4e82e6f8450c215d3fdae,5,bom,,2018-05-19 00:00:00,2018-05-20 17:43:59
0dd6f386aca101b121f05706abf3e67b,6a8ead05c1fec9733ff10c379faa4e59,2,Produto com defeito,"A mascara veio com um pequeno defeito na estampa como se tivesse derretido, so não devolverei porque se trata de um presente
Que a loja confira os produtos da próxima vez antes de envia a seus client",2018-05-22 00:00:00,2018-05-27 13:07:48
6b66674930965f79a0809e99ac9b9d57,7533138abe254f5d3856101e4a21e5f2,1,,Ao comprar consta como disponível. Após concretizar a compra e debitar o cartão . Consta como indisponível. Foi enviado vários e-mails sem retorno. Nao confio mais na americana. Com,2017-12-02 00:00:00,2017-12-02 15:53:09
3417c775b33929ce4f1b998b8d967ec3,1da43de9c3856e95d783cf969181e42a,5,,,2018-02-15 00:00:00,2018-02-15 22:34:51
f851d2ce1b136c60a43a8226f6bb7030,5599a0eebfc7ecac5cffa25fe2d57e47,5,,se precisar voltarei sim a comprar,2017-11-10 00:00:00,2017-11-11 09:26:26
f7c386785c7ecb72d9521dd9803d7a0b,c7a60c45b05ec8fa2477a5291f1e8220,5,,,2018-03-24 00:00:00,2018-03-28 20:05:15
fbbeba4ab4597821f42dcbacd8b3cb73,4f7d7c29804187d1b3e013ac5fe1dae5,3,,,2018-02-27 00:00:00,2018-03-08 01:03:38
bf1303961546e3abef19381259862e7e,b6cd84e6c9328ed77a9e0401e661eeb8,5,,Boa loja,2017-05-18 00:00:00,2017-05-19 01:53:35
86ecdb1c61cc0479ca3150564e0d811f,ed3b18e876bbc16bfe330cd934aa0f68,3,,faz um mes que comprei a ate o momento nao recebi toda a mercadoria comprada.,2017-10-04 00:00:00,2017-10-04 13:38:41
13467d17e6ca4ac9214d923c39424053,4171f8b589ce09c1ea19d8d625777989,3,,,2017-05-09 00:00:00,2017-05-10 01:09:33
c286d504aca61ac81bd87ed4d00116e4,a6832f84211588f24e426d167333044e,5,,"É uma loja de confiança,compro há muitos anos.",2018-01-10 00:00:00,2018-01-12 15:18:51
b45c403b02b51a15dd596284558c644a,29a4fbb32fb0af037ac01c6154484f06,5,10,Gosto muito boa a loja americana,2018-03-09 00:00:00,2018-05-08 18:35:42
7688214fba93aa99b5a9da5c116da50b,e5da8f29d47b6f0f3ef8ab33a013a0b3,5,,,2017-11-29 00:00:00,2017-11-29 14:59:27
af547333c6287a9d215028ae392630ec,d568698e0ce60cca292f739e9a60e8d0,5,,,2017-11-19 00:00:00,2017-11-22 12:18:20
ef61fe14b54a81615e1dd2296ae5062a,5d00da307fb1f170ba75e37b6ff2343d,5,,,2018-06-27 00:00:00,2018-06-28 00:20:40
2eab2c8f458335e0cfec2a6182988b3e,2aaab7e991347226dbda1f61c6785f88,1,Ruim,Nao se vende e so depois de 1mes avisa nao ter oproduto ,2018-08-12 00:00:00,2018-08-12 15:41:57
6fea92b37b8f447aeb56b5e262257260,a7ed24c6e9dd5c83996984932b57c9dc,4,,,2018-01-03 00:00:00,2018-01-04 00:01:13
3c6aa11df9548372faddc91af5c5d575,224a802cf146cefcba3907e02acce34e,5,,,2017-07-28 00:00:00,2017-07-29 00:10:47
ff349f396921a20c66e7a393c6342a3d,199e57082aefc964e7135792059718a9,1,Entregas e muito demorada,,2018-04-28 00:00:00,2018-04-28 06:32:32
0cd4092ed362fc1c6c0e17812e507de1,01c998b70e420ec36563386a4b71c6bc,4,,,2018-02-15 00:00:00,2018-02-16 16:25:24
8a84d8e66ee295a482a931ac43771428,ee3cbcc20d5984bc1074efa744139f47,5,,,2017-12-27 00:00:00,2017-12-28 22:27:09
87e47107fd6738ae1b706b1b6526836e,bac64cbfd217477d0b1d11fd3552ffbf,5,Super recomendo,O produto chegou antes do prazo.,2018-06-09 00:00:00,2018-06-13 11:32:52
3be5736effe7eb6d763d5894a4cd85cb,ae577e9c807a2335fb55c903ca5e90fc,4,,,2018-04-03 00:00:00,2018-04-04 09:33:16
da476c7f66749b14202988ce7dcc8f16,1182df110fbf0a14dfb08dd06c560836,4,,,2017-03-28 00:00:00,2017-03-29 02:37:22
7a8060864dd4497725b1255500ddad3a,5cf4f1db71ef2896c0c286637f7dffd1,1,DESCRIÇAO DO PRODUTO INCO,"na hota da ocmpra estava escrito que era 30 caixas por 9,90 e só veio 1 e ainda me cobra o frete do dobro do produto quero devolver.",2018-07-31 00:00:00,2018-08-03 13:57:08
cf63c64140f2845e14395592fac8d299,0dd96ab2fca2927658c83b7e2e954ec9,5,,Tudo perfeito.,2017-07-23 00:00:00,2017-07-24 01:33:09
83473147b894433233b2b688594724a5,afcb8a93dec4243dbcf29ed98e5b0d4b,4,,,2018-07-31 00:00:00,2018-08-01 12:04:35
edfc019b532b51267fa4833a714b1cc4,1d35b9b8088b6c9e1fcff77fdb44ef53,3,,,2018-03-06 00:00:00,2018-03-08 21:42:02
6e4006685854bb3d4671ce75b3e01aa5,6b7de2635479caf94e86f987e12644da,5,,,2017-06-13 00:00:00,2017-06-14 04:40:58
7c154c2f785b806e8d0c6f78677aefe2,e31a910f74f5bbf483db4595290864ca,5,,,2018-02-02 00:00:00,2018-02-02 23:18:32
