order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
f068cf7680252cb38a48b6c831c03342,1,e7be446dd7fa8f165244b63de1b85802,08633c14ef2db992c11f840f04fad4cd,2018-03-19 04:20:28,49.9,22.93
72a704e8fb6c499fad9b26bd8873bd39,1,c211ff3068fcd2f8898192976d8b3a32,da8622b14eb17ae2831f4ac5b9dab84a,2017-12-29 21:08:41,24.9,9.09
b038aba0da1e1ebf55076d3217291ad7,1,8f3a1c2358138bedfb98645db449110c,d921b68bf747894be13a97ae52b0f386,2018-05-24 21:31:35,215.0,52.01
28bbae6599b09d39ca406b747b6632b1,1,1cdfaf0cc5abd6063d3a10ae3318f345,da8622b14eb17ae2831f4ac5b9dab84a,2017-12-12 02:50:09,169.9,21.68
472e24b86f260b32d88c77ddc166659c,1,cc1cb33bcc814aeaa4631761a34bd23e,5d3bb11474a06bdc23fb9e89f1164ee0,2017-08-17 17:25:18,78.8,12.05
914e07017d246eee143555a432b6746e,1,3b60d513e90300a4e9833e5cda1f1d61,c826c40d7b19f62a09e2d7c5e7295ee2,2018-02-12 15:55:59,159.77,9.93
9371ddc98fdf148feec83c1ddbdaaef5,1,cfe9e8e1f0400c8cc665d41722f34086,1025f0e2d44d7041d6cf58b6550e0bfa,2018-01-23 03:39:33,370.0,23.08
e7673cc4ac15a894f6d03cef60d88fcd,1,c53136cc2d9c25f291925712487f22eb,cca3071e3e9bb7d12640c9fbe2301306,2017-12-04 03:26:22,87.85,17.86
d92197e1617b69200451debc2626c333,1,00faa46f36261af8bbf3a4d37fa4841b,b372ee768ed69e46ca8cdbd267aa7a38,2018-05-31 09:31:38,295.0,19.95
4ea7a0509e9dc440b977de71fe9128cb,1,abf923da81737ee0bde792182948a693,af7cdac9d9897cddead9c6b08976c642,2018-08-22 11:50:57,49.99,13.01
29a4fbb32fb0af037ac01c6154484f06,1,53078c8d0c5db76c536e1d2244ac63e4,729b2d09b2a0bdab221076327f13d050,2018-02-28 12:29:22,29.7,15.1
e3f4b4c899325f23b973d9aee02d2071,1,995e25d9b46dee183004994645768d95,955fee9216a65b617aa5c0531780ce60,2018-08-28 18:44:20,42.0,8.45
25d2a391f2bd247e905a176c97f355e6,1,b0a8a49ada74c34192709d0c9490d915,700f03c207639c22d933381ff60b35c2,2017-11-16 13:46:48,209.99,14.49
99c272b1c830220b1aa0047b42e9964e,1,2028bf1b01cafb2d2b1901fca4083222,cc419e0650a3c5ba77189a1882b7556a,2017-07-25 02:15:24,56.99,16.84
66b5056a7febb8679fd88a5b42d59b05,1,e89607ddfcf953bc7a85adaca52e122a,8bb48dc19fccaa8613b6229bf7f452a2,2017-11-16 19:50:44,15.6,16.11
5e0d84280f3a96b37d0228b21ffeb4f6,1,180534717d1776626e418844a26a7c8f,67883baaae6134ee81b271a542613728,2018-08-23 13:30:36,130.0,9.66
65ded6e061f051ce3ae4a69b6870ac24,1,25f86162fee18735fffdb762dcb10d7c,1a3df491d1c4f1589fc2b934ada68bf2,2017-12-01 13:15:50,149.9,23.92
84580325d236dbdc6585c81d12f5c9ab,3,b532349fe46b38fbc7bb3914c1bdae07,1025f0e2d44d7041d6cf58b6550e0bfa,2018-05-18 14:14:41,35.0,17.92
4de51073bc1cd11e85fb03f29508b308,1,25e2023ed83352bde98dc1490d14c3d8,ff1fb4c404b2efe68b03350a8dc24122,2018-08-13 17:25:15,99.0,37.6
ede7a83eecd35db0e8db274811529d98,1,f51dde119b9a90e3c7464f0cc45c0953,128639473a139ac0f3e5f5ade55873a5,2018-05-17 09:54:29,18.9,13.47
c4f4ee4a762d4a787e43c9b8eecaf3f6,1,b6e352d888ba31d8999af279cd63aa24,f61c63d13f7cd800549d5acdd390ae72,2017-12-11 04:13:59,59.9,17.67
5cd498954e2b37d71b315166809b4bd7,3,896a64a7f34cdfef2c60ce59fa2a148f,82bd0703a4aefd6b599e5bfdaed378fb,2016-10-12 03:56:16,44.9,15.63
bbb9be5bd8d6ef3bcd6c165902f3dca2,1,a0f12db60a5019ce1a4c21fce1697574,3d871de0142ce09b7081e2b9d1733cb1,2017-12-22 00:10:45,99.0,17.94
10ae81c09f8af0de80d11ebb50e272ec,1,583f158587cdecda3e8bdea694021e39,955fee9216a65b617aa5c0531780ce60,2018-04-13 08:30:22,45.0,13.71
dfdbb5222ccb0db3a64c6a09ba0995b1,1,42bb409da80c21a2ab7f65ec0c4f04d8,01cf7e3d21494c41fb86034f2e714fa1,2017-05-09 12:30:58,439.9,52.56
7547e3b174d5790cf512240bf8a99bf2,1,57aae7271c7c24614b0d663c6df83f35,d05ae8f7a5bd1d2a690a44cd079e4e27,2017-11-23 10:27:04,252.0,9.18
0d17115bd61c612a87f11a25e904f8fc,1,3cb883c745ef0016bbfc89e032b5a853,a416b6a846a11724393025641d4edd5e,2018-07-25 17:05:19,227.17,17.78
e95cac7e9ed8e477d726d47f72f420c6,1,e756f3f73af3c08dad566b84cf5c66d7,643214e62b870443ccbe55ab29a4dccf,2018-05-17 17:50:49,69.9,7.39
f4d52c8679d7de408090a7c7ec487cf3,1,dca8cbb1c9d8a2db0fbc0c36b8d1a7bc,6560211a19b47992c3666cc44a7e94c0,2017-09-19 03:26:15,89.0,7.88
a2f084633c53f198fb3ba4148fd4a148,1,750dcfda0a9788bba89c94bb82a322db,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-03-05 03:15:48,22.99,16.6
9e4429e3ca6daefcb5a085302eb4d9a9,1,1dec4c88c685d5a07bf01dcb0f8bf9f8,712e6ed8aa4aa1fa65dab41fed5737e4,2017-12-21 03:56:29,559.0,41.43
34f18b550eaf850333060c58ac00261c,1,e0cf79767c5b016251fe139915c59a26,da8622b14eb17ae2831f4ac5b9dab84a,2017-11-19 22:26:33,29.9,8.11
d13bd0cdf8acb0062b969df660e560e1,1,eafcf8d34ca443153c06cf1f6ee22d0f,bd0389da23d89b726abf911cccc54596,2018-03-01 09:55:40,62.9,25.72
a70e2a7c5779986b66893322855c4932,1,9c16099894e4002d54e17033e06bdbc8,8a8835a43bda99fd37310ad76c457510,2018-08-09 04:05:14,53.99,7.64
0c734449f0a8246894a537f0d4355dc8,1,f5b952758d88a5995ae5c8208a63b913,dfc475d54e1b6dbeeb7d7d9bdaa63827,2018-06-20 02:57:34,125.0,26.39
dacd9ea86285f197d0b7495e8af14781,1,fa87bc5ccdd8ea6e54117916e485cb48,1900267e848ceeba8fa32d80c1a5f5a8,2018-04-24 21:11:15,44.99,19.32
f0ef9b99abb2937dd8698615e6c2f909,1,757e8df3e7c5c52482db573f5f368e1d,522620dcb18a6b31cd7bdf73665113a9,2018-02-09 06:48:29,79.0,42.58
db021dc0eafd8de55256243118e4a046,1,ae083e4a334a4210ae0ef7323f1584c5,0df3984f9dfb3d49ac6366acbd3bbb85,2018-03-20 10:07:56,259.9,14.94
b4ee8b4e6cdba36455ad826db9938e35,1,7bb567b3d3e446fd872e217d27d8682d,3092c0b297aacfb4bb6e056ebe13b9b8,2018-02-07 22:56:21,89.9,34.43
e5141c749e377be251981ba3ff55b1e7,1,73326828aa5efe1ba096223de496f596,d13e50eaa47b4cbe9eb81465865d8cfc,2018-08-23 04:50:05,79.9,8.72
4d3bfdf4c7d6578ea445d588371ae10e,1,9d838a7fbaba7fca5f1fad259984063a,897060da8b9a21f655304d50fd935913,2018-03-29 19:30:36,59.0,18.29
28915ae2a90c218f0c2b7f8e0fb280e0,1,8db7c6497625f4f17d770bd01912cbe8,7a67c85e85bb2ce8582c35f2203ad736,2017-04-17 03:45:26,12.99,15.45
f05099a928d90c394963b1f0d8360149,3,cfb133b7458336455fa60b97ac3aaba9,3d871de0142ce09b7081e2b9d1733cb1,2017-08-22 02:45:10,35.0,16.41
e24316b06e2bb70e3fe3a79a12d247ab,1,f3c5707e7c539ab6533e3611da02b648,d1c281d3ae149232351cd8c8cc885f0d,2018-02-22 12:35:30,160.99,21.62
05ec9565bccc292561dec1d33bfefdfa,1,8dc8cdb4e5a2d2f2af019bc5a255e907,e333046ce6517bd8bb510291d44f0130,2018-08-09 11:30:16,49.0,13.92
b02709d4e987b97b8713543629c82401,1,afe03a970bfcfb89d67682980d6ffed5,95e03ca3d4146e4011985981aeb959b9,2018-08-07 11:35:28,80.5,18.66
2b49d60af10ea7e2443376987ec8a184,1,0b43cf5c79d088cfca305c4ac3ce50b0,db4350fd57ae30082dec7acbaacc17f9,2017-04-03 09:15:09,14.9,20.8
e79ce960e58239f855503114732d9d09,1,33a07ea8a7b3dbab277c180e9f1233ea,8f2b51a30523cdecddc2f179f351c7d6,2017-06-29 22:55:08,37.0,11.73
c39345e6efbb71413c9fc98a3dc1a4c5,1,e0cf79767c5b016251fe139915c59a26,da8622b14eb17ae2831f4ac5b9dab84a,2018-05-04 03:35:25,29.9,12.76
ca0f56eab306ab99911de4c96727a104,1,4fcb3d9a5f4871e8362dfedbdb02b064,8581055ce74af1daba164fdbd55a40de,2017-09-18 15:35:24,143.8,30.05
4f7d7c29804187d1b3e013ac5fe1dae5,4,0ceb0bfefd73a9c9dc6f918182841cc1,89d9a386b0b6e5fc8403071b03f7206a,2018-02-27 21:47:39,33.4,14.1
48dcd7368e7d1b9bedc55f16a3cc8188,1,1891f20b2a27a8b700d7a7ff5a7a0039,d2374cbcbb3ca4ab1086534108cc3ab7,2017-08-01 13:03:25,24.9,11.85
1f04f45771eed910a8d58e5c52604660,2,ad4b5def91ac7c575dbdf65b5be311f4,897060da8b9a21f655304d50fd935913,2018-02-23 13:50:57,23.48,20.74
a7ecb6cd7ccbea584ec3f96ecc6fc8b1,1,81ffa58b323a87cc1fe4a7cc9b6f5f98,fa1c13f2614d7b5c4749cbc52fecda94,2018-01-18 17:29:19,699.9,12.15
c38db22a86ae94a2a5a9dd2d5700f6cb,1,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,2018-05-15 17:36:39,99.9,0.0
c158a29fefce1c895e70154ee3963633,1,b8ce63487e1d8881dac505b123c8e9b6,adbc26658d6c7b4b6219f9d934598091,2017-12-29 09:30:42,130.0,17.16
38db33637385302252909c781f213e91,2,1f08ab38da3a77a8e0bd17e63df35827,3d0cd21d41671c46f82cd11176bf7277,2017-09-06 12:44:33,50.9,13.51
8d3e3ee88c55c4666fda9d82a922a036,1,4660d9b4ae2a49dc7a5cac39499b204b,7ddcbb64b5bc1ef36ca8c151f6ec77df,2017-08-28 22:15:16,76.99,12.04
6a436bfc9dcfaf12d5075d521f38afe9,1,8dfb264673631eed595f12828b0ff2c6,10ff823eda2b032e2c93d17a7d294736,2017-10-09 20:56:23,189.99,16.96
b12e06af2feaab15941320b70896b799,1,2267b228a5bcef6dcc0fd584a4512908,57e632711dec9ec14ca7546769483e7e,2018-08-10 12:30:15,110.0,18.87
aa2a0609fab50d659ead956ec8f69de1,1,6c6a78e0768babe7473b5eccf0fc6076,cca3071e3e9bb7d12640c9fbe2301306,2018-01-26 10:49:42,34.22,11.85
1a0e54c67a7d784f932f5cc4f953fbaf,1,bbaef2eadf31fe3ea6702077398be06c,cc419e0650a3c5ba77189a1882b7556a,2017-06-22 22:06:26,56.99,14.15
5933483834803a0e8e9fcd26cdb3774d,1,d2fdf77a5b302a3adfb145131a217f2e,4a3ca9315b744ce9f8e9374361493884,2017-01-27 22:40:22,89.9,12.02
3e2e0c0d125ba0b63ecec3768508fbfa,1,6a31191d5ac5852b0478f6e245ac5b02,7357b52d27cbaa90f81a96cbc1279396,2018-07-30 09:32:01,118.13,20.02
cb5c1ad1fb0068c83523238259a8e930,1,349ce46a0e2e20054aa9d80c48af8816,d6b1ce66b035a475f00c017792ff9769,2018-06-08 03:10:13,169.99,37.88
d28edd4d734c48841154eae6d8a14539,1,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,2018-01-25 09:07:48,49.9,28.75
cb853e8420ad49b1a4c1a35000a24f69,1,2bc88b31190908684ebece09e5358592,12b9676b00f60f3b700e83af21824c0e,2017-10-13 09:28:11,199.0,19.63
98f75acaf1c9b0c2424f3b0fc6a22bdc,1,67b0d38a61d8e4c1c1df7d56276302aa,0ea22c1cfbdc755f86b9b54b39c16043,2017-06-08 10:35:11,59.9,14.17
bcce0481b3f582ede8d29c5b4bcdffdd,1,7f457254a89d62960399e075711b3deb,ea8482cd71df3c1969d7b9473ff13abc,2018-04-23 05:50:47,24.99,7.39
08e8db59cdb3cd620eda092781cf84ad,1,7185389e32acf9c5c5f61e6a23c0ab3a,972d0f9cf61b499a4812cf0bfa3ad3c4,2017-11-29 23:31:44,137.8,25.8
af4c1c7ca3aa8d5d93c434ae5f59edca,1,3f26ccc2d547ea9b11e5ef9673fb40dc,2138ccb85b11a4ec1e37afbd1c8eda1f,2018-01-15 07:27:11,48.99,21.15
24d2a265bbb8e667b3482b868457b7d6,1,1bef08f119466a85a83919d5b80facd3,d2374cbcbb3ca4ab1086534108cc3ab7,2017-10-17 03:49:25,15.9,15.1
6f1ea17aaf0660f7eea41df1f6fc9e27,1,8d99a7ed81f061ceed740d8900be880a,4a3ca9315b744ce9f8e9374361493884,2017-04-28 13:35:16,48.9,18.6
f3f48b527972908a9a5c7f5593eea307,1,4fb651ace30be388c0e95f48f3308e5a,8444e55c1f13cd5c179851e5ca5ebd00,2017-12-14 01:58:27,139.9,19.84
d72653b199232133a82a28e6e340133c,1,25292482a61cb3298df8dbe15ea69daf,edb1ef5e36e0c8cd84eb3c9b003e486d,2018-06-18 09:56:04,1499.65,70.56
a951336e450bb85ef1cd906edbcbb270,1,95320d70592f898880af9c3d5394728c,fdb9095204a334cd8872252ffec6f2db,2017-08-22 11:35:17,220.0,65.03
ca32e37618d388555627885cae8a34d5,1,53d9d735cbf1969f1f2661b9b2c661be,709e16e2b25c7474d980076c6bfc4806,2018-08-22 13:09:56,23.9,13.75
b4b86df50ff2b7209ced1549d9ea4b2e,1,fa23bf270fb9880690b07d09b9f9ff20,1b8356dabde1d35e17cef975c3f82730,2017-03-06 14:55:08,58.99,17.25
18566c7a35287580c5ae220d2e5c84f4,1,223d34a3d9334039f5ff9511dc044bbb,53243585a1d6dc2643021fd1853d8905,2017-10-17 21:49:47,246.62,28.27
2d5b43766328f55157cae1e85e1dd475,1,f1d116eef76f1c526a5f2c5ce1daeaeb,cd68562d3f44870c08922d380acae552,2017-07-21 20:50:23,45.0,11.85
ebd33d4995d183ba4c6ed1e273816aa7,1,73326828aa5efe1ba096223de496f596,d13e50eaa47b4cbe9eb81465865d8cfc,2018-08-29 19:05:24,82.49,8.74
1a7c68f8b0d5a140d89aa6ab7f7b4409,1,f361fccba568fabe00db466f80626d1e,85d9eb9ddc5d00ca9336a2219c97bb13,2018-07-10 11:18:07,12.9,18.23
a4b19ba687d68b54e5598956990afa98,1,6cdd53843498f92890544667809f1595,ccc4bbb5f32a6ab2b7066a4130f114e3,2018-02-26 16:46:38,349.9,19.7
feb4e69949791cedc24d210212eb73ce,1,4a9bd3957391943f2cf8a75a915c4b8a,7a67c85e85bb2ce8582c35f2203ad736,2017-08-29 18:45:27,229.99,22.01
035c06c36cc8685238297b6af0c280f3,1,71d22271ee986bf5a46a2c199da0265b,259f7b5e6e482c230e5bfaa670b6bb8f,2018-03-29 02:55:37,39.9,11.15
98e109d3f1db912647c2140cdee13836,1,97017430754804328eb9597b7f85da03,ea8482cd71df3c1969d7b9473ff13abc,2018-08-23 13:10:11,29.99,18.31
5599a0eebfc7ecac5cffa25fe2d57e47,1,60a3aec19dc1a866e9cf6a6b4430916d,4a3ca9315b744ce9f8e9374361493884,2017-11-07 11:06:18,84.0,13.61
5528a3c9850e07ac5eeea39f275d6c5e,2,40562621def0bbc3080d94f54b9d1f61,1835b56ce799e6a4dc4eddc053f04066,2017-11-14 17:49:42,76.5,15.69
1bb460f1a118ffc0218e3c7e61a59029,2,2e513e110e3f95926fa3d1ac44444ff4,8b321bb669392f5163d04c59e235e066,2018-07-03 08:30:44,17.99,18.23
6bfefd597dae9bcdc38e087a154ab6e5,1,aa280035c50ba62c746480a59045eec4,fa40cc5b934574b62717c68f3d678b6d,2018-05-02 22:10:23,35.9,16.0
413cde030a614ac044fdc905c6849453,1,d5991653e037ccb7af6ed7d94246b249,25c5c91f63607446a97b143d2d535d31,2017-11-06 16:50:11,137.9,23.11
503ff9670f30b2971bcb5df703a3f405,1,068ceaa8a3d9d385cbf53d5335f89f80,10ff823eda2b032e2c93d17a7d294736,2018-03-22 14:49:53,93.5,19.62
8413ac0b09301d03b78adeca5840866f,1,e67307ff0f15ade43fcb6e670be7a74c,f4aba7c0bca51484c30ab7bdc34bcdd1,2017-05-15 21:55:24,18.99,15.1
e6a9a4963c309a68db1f1a515e700764,1,9319e2f1f22df2c8e4a74f8b8f392e24,2138ccb85b11a4ec1e37afbd1c8eda1f,2017-02-05 21:45:04,22.99,10.96
0e849e380bc578c72e6e7273210c74af,1,c8194120cffeb4eea08d08e91ed1d284,52562a9f449c3dc3d53f5f5b9ed74903,2017-05-09 15:42:26,589.9,38.75
f19aee0ec494fa468b59ae57ea6af345,1,b9471cbef91a12be725aa96bea7d4763,fd435faa3c0422b60440ea3480d0e77c,2018-08-23 14:11:12,749.0,133.87
9e555160d5ee4c0a12a9451cc98afedc,1,629e019a6f298a83aeecc7877964f935,c003204e1ab016dfa150abc119207b24,2017-11-22 12:30:52,109.9,14.37
df258d3d30d51b9991fe71bb0e4f126c,1,574597aaf385996112490308e37399ce,febab0275244b9a49a623f0bd613ca2f,2017-07-05 13:44:01,49.0,13.37
31a9ca81d056ac824459a57e784fcfe6,1,7d7e7f5c80b1d85e3d7054c3dfeee632,fa1c13f2614d7b5c4749cbc52fecda94,2018-06-12 09:29:59,599.9,16.64
2aaab7e991347226dbda1f61c6785f88,1,7d4f932dd4fa16256c20de073329eacc,855668e0971d4dfd7bef1b6a4133b41b,2018-08-06 15:10:12,9.99,7.39
76eb969a695f694952f79db129b24c46,1,c4baedd846ed09b85f78a781b522f126,a1043bafd471dff536d0c462352beb48,2017-10-16 10:25:57,99.0,69.4
d55318b1aeb088c57b1eb9759d0adc9a,1,9c8175269cef413a4b94529295cc1991,a23266650e7c84bb93fbbba502137478,2018-01-03 22:13:25,39.9,15.79
f5450c4188fb856ef71d0ccd3ecf673a,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2018-01-19 08:19:30,49.9,17.6
e00bfbddf86f0a755d3550dd87962824,1,97407223aaefebbaeb89d285e7c64f75,fb3cfbc8a86f5d7fbb4d36b8df63f60d,2018-07-03 12:31:41,59.9,16.61
7c456a887b23a75268a45a224d191c52,1,e53e557d5a159f5aa2c5e995dfdf244b,88460e8ebdecbfecb5f9601833981930,2018-04-24 11:55:21,74.9,22.23
93b4851a0e1121b652d1a222c342dc71,1,d04857e7b4b708ee8b8b9921163edba3,9f505651f4a6abe901a56cdc21508025,2018-06-28 19:04:28,67.99,20.75
d6717d9840d700bd7be08d9ca8bb791b,2,7d40b684cc830baa8f7760f6fb1528c0,8c16d1f32a54d92897cc437244442e1b,2017-11-08 02:15:53,199.0,10.94
5907e332dfb01556b0eff58839cc2f75,1,4c2394abfbac7ff59ec7a420918562fa,cc419e0650a3c5ba77189a1882b7556a,2018-01-11 23:35:25,84.99,16.35
bc2373d0e7ab7801b2b550f82b6327f6,1,2cf9ec82c2ca858baedfb2c2e5c06b6f,57c764b4a836300be881e2ff86e449f9,2017-12-21 13:16:23,9.9,15.1
a77f068fe42de19045229fa9a9380ed5,1,d500c64ef3ac31087d21f93faacec268,4ba52dfeba874da5b9ee7b17c7494f04,2017-10-27 19:06:27,188.0,18.57
a5d7086b3574973a5df31d93bf524039,1,89b121bee266dcd25688a1ba72eefb61,2eb70248d66e0e3ef83659f71b244378,2018-05-30 21:01:24,79.9,15.44
635a1975ea58a2c4bf38ed733d7c9339,1,257b784332308b51af0d6c72ef30fda8,fa1a9dec3a9940c072684a46728bf1fc,2018-05-17 23:12:41,89.9,23.56
1d35b9b8088b6c9e1fcff77fdb44ef53,1,99444c1e11fc38755dae86f5c67d3d1a,d2374cbcbb3ca4ab1086534108cc3ab7,2018-02-15 18:20:26,59.9,16.18
40c95b7789cf4450c616a71d2efab73d,1,5101f008a270fb10336de6703f32221e,c33847515fa6305ce6feb1e818569f13,2018-08-08 15:31:36,79.0,26.85
4be2cc8a10974da63ebe8651f2dcc5c7,1,2481a472d98c582b46bc2dfeae6f539f,391fc6631aebcf3004804e51b40bcf1e,2017-10-18 23:26:15,59.55,13.44
517e0a52c193102990befc46a5c5245a,1,bb0697bdc552a255c992d331ca09afe3,8b11118053756a9a2932f447e11fc1b5,2016-10-10 23:11:28,79.99,11.17
e576bdc500f0c1c9a1b2a3ccce7000fb,1,e435ceb7ced9b8446defd858630454ed,620c87c171fb2a6dd6e8bb4dec959fc6,2017-12-28 13:16:26,27.75,25.63
8e580dc7233ba4a6f93b8de2fe826bb3,1,bb225b185b631d856dc1580ca5c3708e,01fdefa7697d26ad920e9e0346d4bd1b,2017-09-03 21:25:17,118.9,20.07
08b4c8a8808af1f771bd9602e193f9b6,1,c93558f621dc5b9277a19f009b83aaaf,3fe7120d6257285ac6a3ce7cb071ccec,2018-01-16 14:12:23,99.99,15.45
ae49e90268bf29c43b79c9e447278c84,1,31af99e01af722adb2067b365a311998,4830e40640734fc1c52cd21127c341d4,2018-05-14 17:52:52,79.99,8.32
9e782eef55c0f6f0a4de48f967232e91,2,2756f88aa420dd0c5aa25b2db78d4664,ef506c96320abeedfb894c34db06f478,2017-10-12 22:56:12,22.99,14.1
808ecdee681597379a39d3697c8b28f1,1,67371c87cd852c73a336fc6ca6c66537,35ef5aa32949680f627efec3c23e705c,2017-05-22 18:35:26,39.9,16.79
75754d7bcffc106c7017989bd4b40873,2,65e3848513c9ab70bf542e5d694cf072,a416b6a846a11724393025641d4edd5e,2017-05-18 22:55:11,36.85,33.74
f15a9d9b458aa040e6c47b6bb2311fb4,1,cf1d8e226162a1d0ad61f29b7ed72d82,7d456afc660226829370f3173d14520c,2017-05-22 22:05:13,26.0,5.52
ba772856bdab971f8c7eae9e03cf8706,1,9fe172fa8e662ca8572cf12abf8bce23,cab85505710c7cb9b720bceb52b01cee,2018-08-16 20:55:31,49.9,13.01
b97ca938c0a55ff9a5b2a89081b4b677,1,98a4301b1aacd45984603af55b7a1de4,1900267e848ceeba8fa32d80c1a5f5a8,2018-08-20 23:30:12,53.0,13.95
2398edac04de9e5283b7c76995623906,1,521a361808bedd9fffb32181e501e09b,5b179e9e8cc7ab6fd113a46ca584da81,2017-07-31 03:30:11,149.9,12.25
e44ab38a09c7c1c8491ba831c5527914,1,770c257cdfc072fb50ebf2bbd6696fe1,f3da5b2ff499efb8d4a6d371d175d7dd,2018-03-06 10:35:42,69.9,15.24
d416e69ac2b8a56d17f9b3ad10bb37b0,1,76603a4bccfedb23ac477d3cf1f69ce1,411f3b52d857390502ee4e4d5ceabc2d,2018-05-29 12:15:01,219.04,9.89
5435647d369f72442d1972b399a48ece,1,298f838b1798d952580d034bf84bd33a,002100f778ceb8431b7a1020ff7ab48f,2018-01-16 14:36:32,17.9,15.1
cf597c14464cc1f0e5657952d0ce4818,1,628f5ed6c14790dcb9233c8dbf596175,04308b1ee57b6625f47df1d56f00eedf,2018-08-26 23:25:10,554.9,21.98
6a4b27f33e33875ed99945d3e271698e,1,fa4e84908e2dca7e8d5c267baa88cfbb,3ef37b7ca6dd2b80bd8af81a62504996,2017-03-08 19:05:10,350.0,22.27
dab4d0e2e34ccf6d7136c2a702fb5a5f,2,dd6a505f83dd3c6326aa9856519e0978,fa40cc5b934574b62717c68f3d678b6d,2017-02-17 10:18:19,49.9,18.92
32f0d08563a05bd541da24218934fdab,2,5c3aca5c078a343b3b873362e7ac2fcc,056b4ada5bbc2c50cc7842547dda6b51,2018-05-15 11:51:47,159.99,14.56
092fe64219d11b6fdc1bf61521c9685a,1,61d01171a3784bab50137290350e5332,4992e76a42cb3aad7a7047e0d3d7e729,2017-08-21 03:50:26,29.9,9.34
0e4b26f1fb99fc0f0472dd5f403d36d4,1,e71f3cd0a0ef69b7fd173b32322dc6da,520b493b57809f446cb0a233bb3e25c7,2017-11-09 16:30:29,28.0,9.94
408bba49e507e2efa9fbb77966ca4697,1,03613e666b3919a3e807eac45a8f2731,edd066cd02126d7800f9b66e980e9931,2017-10-05 20:49:25,147.0,31.78
46d041b384bbdb77141815dd111b0e43,1,aef29ba8f524551d01c5497f60832b2c,cea729054f157f5870bdd321a958d994,2018-08-14 21:30:10,14.0,7.39
a231611f82f7625fba490466e2606aa5,1,6de8bea41c968204fa93e4c2016d1bbb,aac29b1b99776be73c3049939652091d,2017-06-05 04:50:20,239.0,16.42
