product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
ce8a29973a1fed3f8d22ea5514d9ea07,eletronicos,56.0,505.0,2.0,200.0,20.0,20.0,20.0
f3dadecca4b876a315481c79b8adcf16,pet_shop,50.0,365.0,3.0,300.0,24.0,12.0,12.0
bcb815bba008d89458e428078c0b9211,,,,,150.0,16.0,2.0,11.0
52a646aa308987e28c375b41081de428,sinalizacao_e_seguranca,53.0,512.0,1.0,325.0,17.0,17.0,17.0
d806210810eb8942d0ea5b17967bb1c4,cool_stuff,59.0,988.0,1.0,1635.0,23.0,30.0,17.0
44d958961868395bfe852e70d48081f4,brinquedos,31.0,254.0,1.0,200.0,16.0,10.0,11.0
5ec9cc4e1217d387b9fedfa362b7bc24,automotivo,56.0,1310.0,1.0,3750.0,42.0,19.0,25.0
593236d0ff46b4299b4787fb8d43f7f0,industria_comercio_e_negocios,44.0,1396.0,2.0,7225.0,16.0,103.0,25.0
2a27bdf5d36c733df107a86e44370254,beleza_saude,52.0,1976.0,3.0,425.0,20.0,9.0,18.0
43267ceb81c34b7d49decd624671ccfa,ferramentas_jardim,54.0,2155.0,1.0,509.0,17.0,13.0,13.0
0a2fff0d95ef3bbb7dffc618f9542ba9,relogios_presentes,26.0,567.0,1.0,283.0,18.0,12.0,13.0
44e8945e17aef03daaecbc4bbab7f730,,,,,200.0,16.0,2.0,11.0
da86f2cc2faf840b7b86390726b88905,perfumaria,37.0,107.0,2.0,200.0,22.0,3.0,11.0
e9f4a2b16f44a27e454037659cceb20f,automotivo,47.0,84.0,2.0,200.0,32.0,8.0,26.0
f7740e5b4337a3cc4a8a204553101a85,beleza_saude,43.0,876.0,2.0,543.0,30.0,12.0,16.0
0776155007ad20447a0b0f91d4aad644,alimentos_bebidas,42.0,2263.0,6.0,1000.0,28.0,13.0,13.0
1c12e2e95f36322f3a5ab8153a76bd73,utilidades_domesticas,52.0,303.0,2.0,9900.0,61.0,31.0,31.0
53b36df67ebb7c41585e8d54d6772e08,relogios_presentes,33.0,523.0,3.0,584.0,16.0,11.0,13.0
4a0c2a56e65c941a0bb9874c47dd66d8,cama_mesa_banho,58.0,2375.0,6.0,1400.0,30.0,20.0,26.0
66b5f91356d928ae807ab4ee547f5e3e,pet_shop,47.0,115.0,6.0,500.0,20.0,20.0,20.0
036734b5a58d5d4f46b0616ddc047ced,telefonia,58.0,751.0,5.0,300.0,17.0,4.0,12.0
8058b0067728a211c68874081e7352d4,esporte_lazer,56.0,1720.0,1.0,1000.0,20.0,20.0,14.0
385a33a408e9c35c9fbc2025c12f3784,informatica_acessorios,52.0,967.0,1.0,220.0,22.0,13.0,12.0
89005f5c60b53829a9a617fe5e292221,automotivo,40.0,622.0,6.0,700.0,40.0,15.0,40.0
298f838b1798d952580d034bf84bd33a,moveis_decoracao,59.0,646.0,1.0,300.0,20.0,30.0,20.0
995e25d9b46dee183004994645768d95,esporte_lazer,57.0,722.0,4.0,500.0,16.0,15.0,20.0
2756f88aa420dd0c5aa25b2db78d4664,telefonia,58.0,381.0,3.0,200.0,19.0,4.0,11.0
0eb41884a8773e019708fb8409fd8347,bebes,41.0,1064.0,1.0,21467.0,76.0,57.0,51.0
1c0b635cee597371e54d222a1d8e0386,relogios_presentes,52.0,706.0,2.0,300.0,16.0,11.0,11.0
8b41e0e27cc6de15e59de3853fcf51ce,moveis_decoracao,51.0,1362.0,3.0,800.0,24.0,11.0,17.0
a8115d34a4b7b74388da609692162c37,informatica_acessorios,34.0,1080.0,2.0,250.0,41.0,2.0,29.0
418b40c9e83b7e5ac79e4a7ef975ebbe,eletrodomesticos_2,47.0,796.0,3.0,7300.0,82.0,10.0,54.0
8aa74335629d7d8e4ab23653b04ec65b,utilidades_domesticas,42.0,237.0,1.0,900.0,39.0,4.0,27.0
29e4631be78811ab993ae12613053b53,automotivo,58.0,623.0,1.0,3100.0,70.0,8.0,70.0
ea44caac707f7f1325182a538007f838,bebes,59.0,809.0,5.0,6600.0,45.0,25.0,35.0
2ac7c9339ff85fff3e1aee3eaf7bb315,utilidades_domesticas,43.0,357.0,1.0,217.0,18.0,5.0,14.0
d0b9d3d449a97f582b325f11b512bfd2,livros_interesse_geral,35.0,1254.0,4.0,1833.0,17.0,17.0,18.0
31a2f42a87890f87d77daebdfabc182e,brinquedos,58.0,419.0,5.0,1700.0,30.0,35.0,25.0
40f9995eecfc68f54991ca49582e9885,telefonia,60.0,816.0,1.0,150.0,27.0,5.0,20.0
50f1880f1989251727fbbfe8c0a346a6,cool_stuff,54.0,661.0,2.0,1450.0,42.0,25.0,15.0
a4c27cf9767fe2b589251c764b891eda,perfumaria,58.0,1061.0,2.0,368.0,22.0,15.0,18.0
643a66b1dc5dad3de6cb5a41549e72f1,casa_construcao,51.0,1558.0,2.0,300.0,27.0,8.0,21.0
b18d3e74e5793a823be8acec061a5977,brinquedos,58.0,78.0,2.0,367.0,29.0,21.0,21.0
962a6951154f98f2c8e9a5b8b2bcf4a9,moveis_decoracao,47.0,610.0,1.0,2550.0,30.0,35.0,30.0
81a7ce9e5b3c92b523c22a4d3d3e05f4,utilidades_domesticas,60.0,213.0,1.0,450.0,16.0,30.0,11.0
7b85e3deef35afd6ebed5461ee8f0641,informatica_acessorios,56.0,617.0,1.0,1583.0,18.0,15.0,12.0
7c197490eb450e4ef0453e2ac0af9f30,informatica_acessorios,43.0,275.0,1.0,900.0,30.0,15.0,15.0
64eb8b21706b8e2c733ba16bf02a1537,beleza_saude,33.0,542.0,1.0,1100.0,20.0,14.0,16.0
fc13bac52be6640d9a77f54894e2c0e6,beleza_saude,42.0,1158.0,1.0,550.0,17.0,9.0,13.0
6ff2272628904adc50a60b0d755e9526,relogios_presentes,38.0,361.0,1.0,500.0,18.0,11.0,14.0
b80b2895a4edf092d99f63d8d96d84e5,esporte_lazer,36.0,1703.0,1.0,269.0,22.0,16.0,19.0
57414a165829139b9b534f0b4a794fe0,pet_shop,41.0,302.0,1.0,14725.0,54.0,25.0,37.0
77922dd87928c2cf9225946dac2a27a7,moveis_decoracao,60.0,600.0,1.0,650.0,25.0,25.0,25.0
7b32b1b87594b60dced8abb4531d2986,telefonia,51.0,419.0,1.0,350.0,16.0,6.0,11.0
c93558f621dc5b9277a19f009b83aaaf,beleza_saude,38.0,1145.0,2.0,200.0,21.0,8.0,11.0
90d0b33a310abf581b6eb73e4f40d0df,utilidades_domesticas,30.0,718.0,3.0,100.0,17.0,28.0,11.0
173e9fe34bfe97f3a5e6dc57fe897b74,livros_tecnicos,36.0,890.0,1.0,950.0,29.0,3.0,21.0
5d42919d908b17ec1848699d89e2bace,bebes,58.0,1515.0,1.0,8300.0,20.0,30.0,82.0
8c0c3a8ad1d1896e7d9d66921a4b66ab,brinquedos,47.0,719.0,3.0,1200.0,17.0,21.0,37.0
9aedf557945e816d48539ee56293f860,pcs,55.0,3610.0,4.0,2400.0,16.0,31.0,39.0
601a360bd2a916ecef0e88de72a6531a,cool_stuff,33.0,897.0,1.0,1600.0,42.0,25.0,15.0
af56e0203193f066ed64cbbbbf95ae6a,esporte_lazer,50.0,1290.0,3.0,750.0,25.0,7.0,25.0
cf1d8e226162a1d0ad61f29b7ed72d82,market_place,53.0,1377.0,2.0,250.0,18.0,8.0,18.0
f4b952dd7ab601c02bb1bd06395f45f6,relogios_presentes,53.0,301.0,2.0,1183.0,23.0,5.0,26.0
1af8902c3a99c03308ce1a8d05dc7d52,instrumentos_musicais,61.0,1106.0,8.0,5650.0,50.0,15.0,45.0
9c16099894e4002d54e17033e06bdbc8,automotivo,50.0,430.0,1.0,50.0,16.0,11.0,11.0
eba7488e1c67729f045ab43fac426f2e,perfumaria,43.0,259.0,1.0,610.0,22.0,14.0,16.0
ae9b8e8d0dcd7ca369276380ee8ce659,telefonia,52.0,514.0,1.0,100.0,19.0,3.0,11.0
5727b4e9463bfa0b43bf97397c4b7c44,moveis_decoracao,33.0,238.0,1.0,2450.0,53.0,3.0,48.0
48e82f62f499350869ac7529efd9fcbd,moveis_decoracao,60.0,357.0,1.0,650.0,25.0,5.0,17.0
a7566c5565bf286a5c8fb48387d97bb8,perfumaria,44.0,259.0,2.0,425.0,23.0,14.0,17.0
154e7e31ebfa092203795c972e5804a6,beleza_saude,48.0,575.0,1.0,100.0,20.0,15.0,15.0
f1d4ce8c6dd66c47bbaa8c6781c2a923,bebes,52.0,828.0,4.0,4950.0,40.0,10.0,40.0
719d571299707561c34ba04ab867b32a,beleza_saude,41.0,1178.0,1.0,434.0,20.0,16.0,18.0
45e967683e7292b195609137fadaf2fe,automotivo,57.0,453.0,4.0,100.0,21.0,2.0,17.0
19c91ef95d509ea33eda93495c4d3481,beleza_saude,50.0,1257.0,1.0,700.0,25.0,12.0,19.0
31a70a048673639e07f9c3848b590d8d,eletrodomesticos,47.0,347.0,2.0,100.0,16.0,10.0,11.0
09e5556011177a1f20244a4fcdde2752,moveis_sala,52.0,400.0,3.0,6100.0,50.0,50.0,11.0
c8194120cffeb4eea08d08e91ed1d284,construcao_ferramentas_jardim,58.0,986.0,2.0,3097.0,57.0,9.0,35.0
947f602dbb2ac7b6795cc5b1f0508a52,beleza_saude,37.0,3781.0,1.0,100.0,16.0,5.0,17.0
ebcf9e2edf1b5ef61117102401561d4a,telefonia,42.0,329.0,1.0,150.0,16.0,4.0,13.0
9bd556e1c4a7917679b89ec2075e9cba,utilidades_domesticas,55.0,271.0,2.0,2700.0,30.0,16.0,33.0
c0603988d17e4588dfce0f7f01978557,cama_mesa_banho,60.0,516.0,1.0,400.0,26.0,18.0,23.0
08c816d9a716567bf436173ef6f5f12e,eletronicos,60.0,740.0,1.0,150.0,18.0,12.0,15.0
6b7de889f456ee35f031172d358b2cd2,papelaria,60.0,778.0,6.0,1500.0,30.0,50.0,20.0
2add772ac1b21ad0f2a8f7bfda8723db,cama_mesa_banho,55.0,610.0,3.0,7550.0,60.0,30.0,60.0
d6a95e3741f817881010aa71433051b5,eletrodomesticos,57.0,1799.0,3.0,50.0,26.0,2.0,12.0
4f969a12cc8cb60a5cce67cc3fc305cd,automotivo,33.0,47.0,1.0,186.0,16.0,13.0,14.0
acdd408fe971bbe29a81f8febb575ffc,eletronicos,50.0,237.0,1.0,175.0,20.0,16.0,18.0
90948d9a060616a06ed14846f7f1749c,eletronicos,59.0,547.0,1.0,1767.0,49.0,10.0,19.0
d75e2e75d4471019ee14ae21d5f61704,fashion_calcados,43.0,647.0,3.0,900.0,20.0,9.0,21.0
c5944369a5cc96d600713f640e46ab5e,relogios_presentes,19.0,699.0,3.0,350.0,18.0,10.0,15.0
b19f489c6dd8b47c1e9ecd9e3f2d8bb9,fashion_bolsas_e_acessorios,51.0,396.0,4.0,1400.0,40.0,15.0,30.0
7f4e034245e45549110139d1de248f83,bebes,55.0,1629.0,1.0,600.0,20.0,13.0,13.0
1491a8ff192d4b5c369b0eaa2fe33ee5,cama_mesa_banho,46.0,162.0,5.0,4600.0,60.0,19.0,50.0
d37c7b44350fea9327f32f3e603f682b,moveis_decoracao,53.0,187.0,1.0,900.0,40.0,2.0,30.0
1e618d311a1b7f88a9d96ec50aa85582,utilidades_domesticas,42.0,540.0,4.0,9950.0,31.0,61.0,31.0
78efe838c04bbc568be034082200ac20,moveis_decoracao,57.0,272.0,1.0,2500.0,40.0,10.0,30.0
7bdb28a55646012fb3348058d629d9bc,instrumentos_musicais,55.0,541.0,3.0,2750.0,103.0,12.0,17.0
5cb1a29179d1883d7ab5424629fe67aa,moveis_decoracao,37.0,594.0,3.0,1100.0,103.0,6.0,20.0
059dce566827cd3b3274f2b986d5c0db,ferramentas_jardim,36.0,733.0,1.0,3500.0,40.0,19.0,35.0
7d4f932dd4fa16256c20de073329eacc,bebes,54.0,1035.0,1.0,50.0,20.0,5.0,15.0
1ebd1450a2b8d51ffda696956426024a,cama_mesa_banho,45.0,102.0,1.0,300.0,26.0,3.0,21.0
e27477bc051dcfafd523c6064551bd25,moveis_decoracao,51.0,676.0,1.0,5300.0,35.0,23.0,35.0
32aeecc02aa5adcb7f75155a80a47836,esporte_lazer,45.0,1575.0,1.0,2152.0,26.0,24.0,21.0
96d1c06692244e2fed6e1f9aa9552770,cama_mesa_banho,48.0,252.0,1.0,625.0,70.0,15.0,50.0
97017430754804328eb9597b7f85da03,telefonia,60.0,818.0,5.0,300.0,17.0,4.0,12.0
0ed9a84687fad2d921b09b0ebcc4cded,beleza_saude,53.0,423.0,1.0,30000.0,55.0,75.0,61.0
0bde5c9ff4a756aed7fe09a8a3bb0dfd,pet_shop,29.0,363.0,1.0,12450.0,69.0,36.0,30.0
7e48d9554094858ee2269c4ef809f50e,relogios_presentes,51.0,789.0,2.0,200.0,16.0,2.0,11.0
f22c9d6ce2431ff939aad39e026cc7ef,automotivo,37.0,1507.0,4.0,2600.0,38.0,18.0,23.0
4745d118bc09758d0a4bf795b7bb5cb7,fashion_bolsas_e_acessorios,57.0,676.0,4.0,150.0,17.0,9.0,17.0
3264eb8097906cea4af2f4a56e2447ed,relogios_presentes,57.0,723.0,5.0,200.0,16.0,2.0,11.0
86b4986bc313d65b0b5e46f5be8d11ce,consoles_games,31.0,2287.0,5.0,1000.0,18.0,4.0,15.0
50627d7c3dd43902d64134574befe12f,informatica_acessorios,32.0,626.0,3.0,300.0,16.0,4.0,11.0
87cb507e0daa37bbf34956fd59eba832,relogios_presentes,55.0,167.0,2.0,250.0,16.0,2.0,11.0
ebf7d9b8166c02eb72e573eebd630458,cama_mesa_banho,55.0,185.0,2.0,526.0,44.0,6.0,33.0
060e9bdedfae37724dbce0b3270d76ae,relogios_presentes,54.0,821.0,4.0,200.0,16.0,2.0,11.0
92c1eb75a887a500d9689fbad65e27e3,moveis_escritorio,41.0,1205.0,1.0,17150.0,58.0,61.0,24.0
947a46e4f6dcc04e256398abf33e272e,papelaria,43.0,867.0,7.0,750.0,30.0,40.0,11.0
180534717d1776626e418844a26a7c8f,relogios_presentes,59.0,153.0,1.0,1000.0,16.0,10.0,11.0
93c902b021a9e594f658ab1b0351602a,eletronicos,60.0,390.0,7.0,1250.0,26.0,10.0,18.0
dde07b9fedc0682cc6acbd81d92ffe22,cool_stuff,51.0,466.0,1.0,500.0,20.0,20.0,30.0
8dfb264673631eed595f12828b0ff2c6,automotivo,60.0,480.0,5.0,2600.0,37.0,13.0,24.0
b30bd2570ba0ad3ce06e785a7b23d544,cama_mesa_banho,55.0,315.0,2.0,2900.0,45.0,15.0,35.0
5c2bb11cf2149bd4d9fffcc1246458c3,papelaria,37.0,531.0,1.0,2283.0,27.0,35.0,35.0
656e0eca68dcecf6a31b8ececfabe3e8,informatica_acessorios,45.0,236.0,1.0,173.0,18.0,13.0,12.0
aaa391b7c35a628a6318851e8e933e0b,,,,,200.0,16.0,2.0,11.0
3779f2d78a8cc041bcce56232d83befb,automotivo,58.0,1275.0,1.0,1125.0,20.0,17.0,17.0
c477957dd9b5f51032f3631c50630585,cama_mesa_banho,29.0,796.0,1.0,1600.0,35.0,20.0,25.0
bed8edcc8479914748b6e6173513b3eb,utilidades_domesticas,45.0,567.0,3.0,3000.0,52.0,3.0,32.0
2028bf1b01cafb2d2b1901fca4083222,perfumaria,54.0,1536.0,2.0,250.0,20.0,8.0,21.0
b92268ad64d3947c80fddbc3a82de845,utilidades_domesticas,55.0,134.0,1.0,8850.0,39.0,12.0,78.0
3225c54bb2785c33f49f50398fcdb88c,relogios_presentes,47.0,547.0,1.0,269.0,17.0,11.0,13.0
0502d1a36be75bd36b452f31c6ed264a,,,,,100.0,16.0,7.0,11.0
7c1bd920dbdf22470b68bde975dd3ccf,beleza_saude,59.0,492.0,2.0,200.0,22.0,10.0,18.0
bed95d69e90e758da84f50f57dc0e31b,pet_shop,50.0,1983.0,3.0,3000.0,105.0,16.0,16.0
cfe9e8e1f0400c8cc665d41722f34086,moveis_decoracao,44.0,696.0,4.0,1500.0,35.0,40.0,35.0
63085bb4366ded27bcb63cbb59b4103a,bebes,53.0,872.0,2.0,13100.0,38.0,47.0,44.0
c077c1ab5ccc8f57fd2fb6fd2f0b03cf,utilidades_domesticas,53.0,786.0,4.0,725.0,29.0,15.0,23.0
9aa9caee155847cddb376a05b9a39791,telefonia,60.0,777.0,6.0,300.0,17.0,4.0,12.0
1c9b5793de6c3d9117b6218552c87a8f,perfumaria,54.0,956.0,1.0,50.0,16.0,5.0,11.0
765a8070ece0f1383d0f5faf913dfb9b,esporte_lazer,44.0,1186.0,1.0,683.0,20.0,19.0,19.0
57f2bc497c1a3ebe41ba7a06d78ed159,relogios_presentes,55.0,336.0,4.0,250.0,16.0,2.0,20.0
d14782a9f0856f169ee3b60303efa262,moveis_decoracao,56.0,509.0,1.0,500.0,55.0,6.0,11.0
6f2d7833b8f0a094571ebddebdc6623a,telefonia,60.0,298.0,7.0,350.0,17.0,4.0,13.0
8c8cb3d0f2853c44cbf9561c7d93beaa,telefonia,46.0,832.0,1.0,175.0,18.0,4.0,16.0
491363806b8d8e7d7befa5635d415c45,esporte_lazer,54.0,795.0,1.0,200.0,18.0,8.0,14.0
d6b21712ba181dea6664f1b3e09d650e,esporte_lazer,30.0,1826.0,1.0,360.0,18.0,14.0,16.0
7eedc4bfd32856b0c2b78657036d203e,cama_mesa_banho,55.0,318.0,1.0,16000.0,45.0,15.0,25.0
72a137b85d5a1d82cde242493f118f43,consoles_games,55.0,411.0,3.0,600.0,24.0,20.0,27.0
0f0c4960b05d6145bbb4b348423503ef,eletronicos,32.0,139.0,3.0,1700.0,32.0,5.0,26.0
b1551ef44e04265b510840b991b24b51,utilidades_domesticas,55.0,1010.0,1.0,1000.0,43.0,11.0,37.0
ac20a9614b6db9e7289b85c4f4b6216a,eletrodomesticos,59.0,190.0,1.0,1250.0,65.0,8.0,38.0
e3d080fd5b3ce383ec62cf67d4cb8238,beleza_saude,58.0,1360.0,2.0,150.0,16.0,13.0,11.0
981f6a96c09b7d28e5c5f2fbb282fcde,cama_mesa_banho,41.0,596.0,4.0,1750.0,50.0,10.0,40.0
e8d7b12572b213ba22acebb8983a4615,utilidades_domesticas,48.0,221.0,1.0,800.0,21.0,22.0,20.0
ec2d43cc59763ec91694573b31f1c29a,cama_mesa_banho,38.0,735.0,5.0,800.0,20.0,20.0,20.0
e9eebb8e8ba0fadb9020f8ba1c003b48,perfumaria,36.0,210.0,1.0,541.0,21.0,15.0,16.0
b112694f32005c5254383ccf38bfd11f,informatica_acessorios,60.0,254.0,1.0,850.0,30.0,15.0,15.0
736f1b87428f9cfe5f5184c4ac0fbe05,cama_mesa_banho,46.0,684.0,1.0,1500.0,40.0,15.0,32.0
2885aad25d7d1963d3731a9a6ec86306,livros_tecnicos,26.0,562.0,1.0,250.0,40.0,2.0,12.0
775882cccdd5199956853d6117b0e650,eletrodomesticos,48.0,196.0,3.0,300.0,24.0,11.0,16.0
3c9ddb88ecde498679b5c3b5f9b0a213,brinquedos,56.0,378.0,3.0,270.0,26.0,9.0,16.0
f32ac4ba1acc078eadefc29c8d76a9e2,automotivo,46.0,2304.0,4.0,250.0,16.0,6.0,15.0
710e89a75e7f980a83c21d9f884ae13a,relogios_presentes,59.0,502.0,6.0,300.0,16.0,2.0,20.0
42a2bd596fda1baef5719cb74f73030c,cama_mesa_banho,60.0,188.0,1.0,1300.0,44.0,2.0,35.0
6ce07ff93c0dbafa9df5c10038e41287,cama_mesa_banho,33.0,1061.0,1.0,4150.0,26.0,26.0,36.0
254e83d8714765408ae71c07e6a972e0,telefonia,60.0,438.0,2.0,651.0,20.0,15.0,22.0
2d1d20d3c91d3940c6079a3bad529402,perfumaria,56.0,2133.0,1.0,150.0,22.0,18.0,17.0
254689a977285f8dd17c32b30870e933,bebes,57.0,2883.0,4.0,16500.0,43.0,83.0,43.0
2de5c479fb0c490a0f2a2f3ab36e71b6,ferramentas_jardim,56.0,511.0,6.0,1050.0,22.0,21.0,16.0
a7a9c0eede9320acf479daf444835d90,eletronicos,38.0,879.0,1.0,501.0,19.0,10.0,91.0
729a75e5cb63f785e67ebd8c44a5c0ee,relogios_presentes,37.0,621.0,1.0,350.0,23.0,12.0,15.0
e3a3f867448d4e54c737944db7122dbd,cool_stuff,33.0,895.0,1.0,1100.0,42.0,25.0,15.0
1613b819ab5dae53aead2dbb4ebdb378,automotivo,60.0,982.0,2.0,50.0,17.0,10.0,15.0
63c91bb26c656cd5fe0d2ca82b632c84,esporte_lazer,57.0,1278.0,3.0,850.0,44.0,22.0,32.0
4182ad8f6fd91b6064f2d1097d8a4291,beleza_saude,38.0,929.0,1.0,1097.0,18.0,18.0,16.0
33fac76e7f17367dedaef7954bbb33b4,beleza_saude,63.0,1113.0,2.0,550.0,20.0,20.0,20.0
186052b3f166a0f7227e78b2d27652d3,casa_conforto,56.0,162.0,1.0,3200.0,20.0,30.0,46.0
5c12fb778168a77e3ffc8d7dd7a689fd,perfumaria,63.0,815.0,4.0,400.0,16.0,10.0,11.0
9bc7d25a36d620cf449cfdebe3de132f,beleza_saude,45.0,287.0,4.0,500.0,20.0,7.0,20.0
39678bc6ddb608fa59c306b78f51efe8,eletronicos,46.0,442.0,1.0,150.0,25.0,7.0,16.0
bc4cd4da98dd128c39bf0b8c2674032f,pcs,55.0,3610.0,4.0,2650.0,16.0,31.0,39.0
4298b7e67dc399c200662b569563a2b2,informatica_acessorios,58.0,420.0,1.0,200.0,21.0,14.0,15.0
032e8352e7d34cc2558d4ae22132866c,moveis_decoracao,55.0,1617.0,3.0,4450.0,105.0,5.0,69.0
c5736c891e81c20ebc49de62980c1136,cool_stuff,43.0,421.0,4.0,500.0,27.0,5.0,27.0
8f8cb7e4a7f16d339f87f8aa2711a003,brinquedos,36.0,529.0,2.0,650.0,28.0,13.0,15.0
146f38b5c222913dbe6606e5a25cd318,esporte_lazer,54.0,454.0,1.0,3400.0,36.0,41.0,36.0
e71f3cd0a0ef69b7fd173b32322dc6da,utilidades_domesticas,32.0,251.0,1.0,600.0,30.0,30.0,30.0
04a58e66cae7d954a87cb7fbb67b204c,automotivo,59.0,1773.0,1.0,6600.0,44.0,25.0,39.0
abf923da81737ee0bde792182948a693,brinquedos,42.0,314.0,2.0,450.0,27.0,11.0,13.0
a861d5c0df81a446e7e60ddb33ec0659,automotivo,57.0,1970.0,4.0,1550.0,27.0,24.0,27.0
bb42f37fc3d9130e4a4339d24a47dd7c,cama_mesa_banho,59.0,81.0,1.0,400.0,20.0,2.0,15.0
f361fccba568fabe00db466f80626d1e,automotivo,20.0,908.0,1.0,75.0,17.0,8.0,13.0
9a07babc9b1d5d84b1e2422f8b55fd42,relogios_presentes,57.0,462.0,1.0,475.0,26.0,13.0,16.0
3dacb3ae011b40803a508b23392e15a0,papelaria,57.0,1682.0,1.0,7200.0,43.0,23.0,33.0
c756c946d61f5ffc068418badfb6302c,relogios_presentes,55.0,175.0,8.0,250.0,16.0,2.0,11.0
97e778e5156560324ed3226e6dba3a5e,fashion_bolsas_e_acessorios,35.0,353.0,5.0,300.0,16.0,16.0,12.0
12f066474dfa3c415c169051c5e1967e,telefonia,60.0,749.0,3.0,200.0,22.0,8.0,15.0
6d3d8ade6b793a08b041b6bc653c08ca,moveis_decoracao,53.0,502.0,1.0,650.0,25.0,25.0,25.0
f7a17d2c51d9df89a4f1711c4ac17f33,utilidades_domesticas,56.0,1245.0,5.0,350.0,22.0,8.0,19.0
6a1a04054158fe995e1688d8f79605b2,esporte_lazer,59.0,254.0,1.0,1650.0,40.0,45.0,25.0
86b905f8e48ccc43feec909bd9b934fb,moveis_decoracao,34.0,677.0,1.0,1200.0,17.0,32.0,17.0
e6a497d97ea84990f05bda077f62a2da,moveis_decoracao,51.0,358.0,1.0,2900.0,35.0,7.0,35.0
165cf891cdb818da8293163bf0a9b2ba,informatica_acessorios,51.0,156.0,1.0,100.0,16.0,6.0,14.0
d500c64ef3ac31087d21f93faacec268,livros_tecnicos,55.0,792.0,1.0,2000.0,30.0,3.0,21.0
951e2998189b05082eab2080036b135b,telefonia,59.0,734.0,3.0,350.0,17.0,4.0,12.0
e1723cc3f4bc8a361b57f8c8b97959af,eletronicos,44.0,376.0,1.0,200.0,25.0,7.0,16.0
e435ceb7ced9b8446defd858630454ed,beleza_saude,28.0,792.0,1.0,440.0,20.0,11.0,17.0
